clip,frame,keypoint_index,displacement_px
clip_2,48,12,2.778068
clip_2,48,13,2.119677
clip_2,48,14,4.328140
clip_2,48,15,4.835576
clip_2,48,16,2.431596
clip_2,48,17,3.812148
clip_2,49,12,4.170194
clip_2,49,13,2.869621
clip_2,49,14,1.984569
clip_2,49,15,1.968829
clip_2,49,16,2.535959
clip_2,49,17,3.870814
clip_2,50,12,5.482535
clip_2,50,13,4.420497
clip_2,50,14,3.729233
clip_2,50,15,3.731009
clip_2,50,16,1.480283
clip_2,50,17,2.047599
clip_2,51,12,2.967109
clip_2,51,13,2.547955
clip_2,51,14,2.198703
clip_2,51,15,2.255422
clip_2,51,16,1.070236
clip_2,51,17,1.378135
clip_2,52,12,1.505272
clip_2,52,13,0.083930
clip_2,52,14,0.827493
clip_2,52,15,1.078107
clip_2,52,16,0.569569
clip_2,52,17,1.057595
clip_2,53,12,0.728397
clip_2,53,13,0.704311
clip_2,53,14,1.553261
clip_2,53,15,1.817273
clip_2,53,16,1.210190
clip_2,53,17,2.900978
clip_2,54,12,3.492037
clip_2,54,13,2.640893
clip_2,54,14,2.317796
clip_2,54,15,2.301076
clip_2,54,16,3.151050
clip_2,54,17,2.759462
clip_2,55,12,2.385374
clip_2,55,13,2.429438
clip_2,55,14,2.596985
clip_2,55,15,2.741625
clip_2,55,16,2.640811
clip_2,55,17,2.408377
clip_2,56,12,2.106933
clip_2,56,13,3.123422
clip_2,56,14,3.771447
clip_2,56,15,3.985549
clip_2,56,16,3.188833
clip_2,56,17,3.795496
clip_2,57,12,2.544192
clip_2,57,13,1.529533
clip_2,57,14,0.911431
clip_2,57,15,0.632578
clip_2,57,16,2.106157
clip_2,57,17,3.339984
clip_2,58,12,1.225643
clip_2,58,13,0.671132
clip_2,58,14,0.176290
clip_2,58,15,0.187069
clip_2,58,16,0.897421
clip_2,58,17,1.295177
clip_2,59,12,0.863588
clip_2,59,13,0.301689
clip_2,59,14,0.621543
clip_2,59,15,0.704015
clip_2,59,16,0.857499
clip_2,59,17,0.366389
clip_2,60,12,2.618849
clip_2,60,13,3.281707
clip_2,60,14,3.759852
clip_2,60,15,4.046503
clip_2,60,16,1.257124
clip_2,60,17,1.006803
clip_2,61,12,0.355763
clip_2,61,13,0.664828
clip_2,61,14,0.852792
clip_2,61,15,0.939949
clip_2,61,16,1.012553
clip_2,61,17,0.709740
clip_2,62,12,0.404855
clip_2,62,13,1.024144
clip_2,62,14,1.606433
clip_2,62,15,1.823608
clip_2,62,16,2.216297
clip_2,62,17,3.230175
clip_2,63,12,1.323767
clip_2,63,13,0.574494
clip_2,63,14,0.523203
clip_2,63,15,0.635999
clip_2,63,16,1.279977
clip_2,63,17,1.450453
clip_2,64,12,2.100324
clip_2,64,13,3.244172
clip_2,64,14,3.911792
clip_2,64,15,4.156774
clip_2,64,16,0.431572
clip_2,64,17,1.770131
clip_2,65,12,0.924010
clip_2,65,13,2.057513
clip_2,65,14,2.836878
clip_2,65,15,3.144194
clip_2,65,16,0.832359
clip_2,65,17,0.822472
clip_2,66,12,0.326940
clip_2,66,13,0.467789
clip_2,66,14,0.744315
clip_2,66,15,0.810932
clip_2,66,16,1.046744
clip_2,66,17,1.696874
clip_2,67,12,0.528787
clip_2,67,13,0.848617
clip_2,67,14,1.709099
clip_2,67,15,1.916525
clip_2,67,16,1.515798
clip_2,67,17,1.004313
clip_2,68,12,0.975559
clip_2,68,13,0.658159
clip_2,68,14,1.118257
clip_2,68,15,1.290954
clip_2,68,16,1.030494
clip_2,68,17,0.991414
clip_2,69,12,1.369584
clip_2,69,13,0.525314
clip_2,69,14,0.636732
clip_2,69,15,0.716516
clip_2,69,16,0.660147
clip_2,69,17,0.913755
clip_2,70,12,0.474352
clip_2,70,13,0.817949
clip_2,70,14,1.058064
clip_2,70,15,1.195191
clip_2,70,16,1.392224
clip_2,70,17,1.170675
clip_2,71,12,0.106140
clip_2,71,13,0.308018
clip_2,71,14,0.631456
clip_2,71,15,0.677947
clip_2,71,16,0.713749
clip_2,71,17,0.850293
clip_2,72,12,2.166989
clip_2,72,13,3.094862
clip_2,72,14,3.716096
clip_2,72,15,3.874583
clip_2,72,16,1.024505
clip_2,72,17,0.600460
clip_2,73,12,3.642955
clip_2,73,13,1.925360
clip_2,73,14,1.179271
clip_2,73,15,0.955828
clip_2,73,16,1.048315
clip_2,73,17,0.268364
clip_2,74,12,0.438370
clip_2,74,13,1.236219
clip_2,74,14,1.779959
clip_2,74,15,1.912593
clip_2,74,16,0.209567
clip_2,74,17,1.211907
clip_2,75,12,0.409684
clip_2,75,13,0.433953
clip_2,75,14,1.039312
clip_2,75,15,1.246522
clip_2,75,16,1.270832
clip_2,75,17,1.095544
clip_2,76,12,2.125714
clip_2,76,13,1.913821
clip_2,76,14,1.726811
clip_2,76,15,1.759734
clip_2,76,16,1.580602
clip_2,76,17,1.704381
clip_2,77,12,1.205037
clip_2,77,13,1.333638
clip_2,77,14,1.423395
clip_2,77,15,1.419236
clip_2,77,16,1.833454
clip_2,77,17,1.809643
clip_2,78,12,1.527655
clip_2,78,13,1.546659
clip_2,78,14,1.560125
clip_2,78,15,1.575545
clip_2,78,16,1.596083
clip_2,78,17,1.606569
clip_2,79,12,1.513314
clip_2,79,13,1.048921
clip_2,79,14,0.758761
clip_2,79,15,0.640902
clip_2,79,16,2.447380
clip_2,79,17,2.530048
clip_2,80,12,1.880947
clip_2,80,13,0.493332
clip_2,80,14,0.937316
clip_2,80,15,0.983742
clip_2,80,16,1.176308
clip_2,80,17,3.063348
clip_2,81,12,0.890828
clip_2,81,13,0.683213
clip_2,81,14,0.513139
clip_2,81,15,0.427851
clip_2,81,16,0.077650
clip_2,81,17,0.154681
clip_2,82,12,1.205386
clip_2,82,13,0.586971
clip_2,82,14,0.480624
clip_2,82,15,0.536177
clip_2,82,16,1.187981
clip_2,82,17,1.941952
clip_2,83,12,7.568079
clip_2,83,13,2.916460
clip_2,83,14,1.820824
clip_2,83,15,1.440693
clip_2,83,16,1.880151
clip_2,83,17,2.041280
clip_2,84,12,1.110565
clip_2,84,13,0.761430
clip_2,84,14,0.466352
clip_2,84,15,0.449083
clip_2,84,16,1.145529
clip_2,84,17,1.425744
clip_2,85,12,6.060253
clip_2,85,13,2.099849
clip_2,85,14,1.457253
clip_2,85,15,0.941716
clip_2,85,16,3.504712
clip_2,85,17,1.607434
clip_2,86,12,7.376628
clip_2,86,13,4.840761
clip_2,86,14,3.529941
clip_2,86,15,3.940797
clip_2,86,16,4.068151
clip_2,86,17,3.097079
clip_2,87,12,2.006360
clip_2,87,13,1.349943
clip_2,87,14,1.513430
clip_2,87,15,1.676124
clip_2,87,16,2.316741
clip_2,87,17,1.596041
clip_2,88,12,1.643447
clip_2,88,13,1.379644
clip_2,88,14,1.218381
clip_2,88,15,1.244665
clip_2,88,16,1.675090
clip_2,88,17,1.715327
clip_2,89,12,0.782907
clip_2,89,13,0.979063
clip_2,89,14,1.231250
clip_2,89,15,1.265563
clip_2,89,16,0.778019
clip_2,89,17,0.278026
clip_2,90,12,2.201261
clip_2,90,13,1.810205
clip_2,90,14,1.794845
clip_2,90,15,1.795033
clip_2,90,16,1.188782
clip_2,90,17,0.438081
clip_2,91,12,1.951906
clip_2,91,13,1.669958
clip_2,91,14,1.761038
clip_2,91,15,1.857424
clip_2,91,16,1.913626
clip_2,91,17,1.286107
clip_2,92,12,3.047840
clip_2,92,13,2.197211
clip_2,92,14,1.805754
clip_2,92,15,1.796083
clip_2,92,16,0.899745
clip_2,92,17,0.149837
clip_2,93,12,2.561470
clip_2,93,13,1.845494
clip_2,93,14,1.910869
clip_2,93,15,1.905790
clip_2,93,16,2.213354
clip_2,93,17,1.486815
clip_2,94,12,5.368312
clip_2,94,13,3.487848
clip_2,94,14,2.617698
clip_2,94,15,3.552008
clip_2,94,16,0.413819
clip_2,94,17,1.244905
clip_2,95,12,8.932429
clip_2,95,13,5.272872
clip_2,95,14,3.619334
clip_2,95,15,4.078033
clip_2,95,16,2.111002
clip_2,95,17,1.133787
clip_2,96,12,3.004103
clip_2,96,13,1.351705
clip_2,96,14,0.746490
clip_2,96,15,0.844591
clip_2,96,16,1.168104
clip_2,96,17,1.605067
clip_2,97,12,2.740129
clip_2,97,13,1.524491
clip_2,97,14,1.525996
clip_2,97,15,1.595356
clip_2,97,16,2.840397
clip_2,97,17,2.416729
clip_2,98,12,3.521853
clip_2,98,13,2.176303
clip_2,98,14,1.283198
clip_2,98,15,1.156284
clip_2,98,16,3.389885
clip_2,98,17,2.953788
clip_2,99,12,2.340347
clip_2,99,13,1.308451
clip_2,99,14,0.928571
clip_2,99,15,0.938014
clip_2,99,16,2.237046
clip_2,99,17,1.756883
clip_2,100,12,2.479857
clip_2,100,13,1.000093
clip_2,100,14,0.836685
clip_2,100,15,0.957003
clip_2,100,16,2.255336
clip_2,100,17,2.194740
clip_2,101,12,2.991693
clip_2,101,13,1.392877
clip_2,101,14,0.434074
clip_2,101,15,0.390621
clip_2,101,16,2.907922
clip_2,101,17,2.212213
clip_2,102,12,2.934971
clip_2,102,13,1.358362
clip_2,102,14,0.326991
clip_2,102,15,0.187587
clip_2,102,16,2.442163
clip_2,102,17,1.908966
clip_2,103,12,0.622055
clip_2,103,13,0.224304
clip_2,103,14,0.372791
clip_2,103,15,0.483163
clip_2,103,16,0.845417
clip_2,103,17,1.482706
clip_2,104,12,5.600171
clip_2,104,13,3.133139
clip_2,104,14,2.089407
clip_2,104,15,2.671131
clip_2,104,16,4.338689
clip_2,104,17,2.220281
clip_2,105,12,1.731580
clip_2,105,13,0.705782
clip_2,105,14,0.927863
clip_2,105,15,0.928310
clip_2,105,16,0.941778
clip_2,105,17,0.140138
clip_2,106,12,2.090130
clip_2,106,13,1.100035
clip_2,106,14,0.527513
clip_2,106,15,0.487011
clip_2,106,16,2.033361
clip_2,106,17,1.469319
clip_2,107,12,2.079368
clip_2,107,13,1.138417
clip_2,107,14,0.913393
clip_2,107,15,0.931687
clip_2,107,16,1.760945
clip_2,107,17,2.307515
clip_2,108,12,0.768390
clip_2,108,13,0.203019
clip_2,108,14,0.501401
clip_2,108,15,0.659112
clip_2,108,16,0.486878
clip_2,108,17,1.091637
clip_2,109,12,0.981439
clip_2,109,13,0.273121
clip_2,109,14,0.944455
clip_2,109,15,0.985292
clip_2,109,16,1.017914
clip_2,109,17,1.389721
clip_2,110,12,0.732608
clip_2,110,13,0.396230
clip_2,110,14,0.820219
clip_2,110,15,0.905863
clip_2,110,16,0.552346
clip_2,110,17,0.933172
clip_2,111,12,2.007180
clip_2,111,13,1.904485
clip_2,111,14,1.811606
clip_2,111,15,1.883945
clip_2,111,16,1.326146
clip_2,111,17,1.677040
clip_2,112,12,1.254607
clip_2,112,13,0.556869
clip_2,112,14,0.259714
clip_2,112,15,0.287194
clip_2,112,16,0.769364
clip_2,112,17,1.429106
clip_2,113,12,1.183697
clip_2,113,13,0.304634
clip_2,113,14,0.493420
clip_2,113,15,0.610248
clip_2,113,16,0.607384
clip_2,113,17,0.386628
clip_2,114,12,0.708936
clip_2,114,13,0.514143
clip_2,114,14,0.984847
clip_2,114,15,1.104585
clip_2,114,16,0.826091
clip_2,114,17,1.264207
clip_2,115,12,2.870350
clip_2,115,13,1.698240
clip_2,115,14,0.863380
clip_2,115,15,0.704090
clip_2,115,16,1.048161
clip_2,115,17,1.744524
clip_2,116,11,2.981675
clip_2,116,12,1.938954
clip_2,116,13,1.016854
clip_2,116,14,0.705760
clip_2,116,15,0.696201
clip_2,116,16,0.970107
clip_2,116,17,0.578760
clip_2,117,11,3.334906
clip_2,117,12,1.884056
clip_2,117,13,0.761323
clip_2,117,14,0.327886
clip_2,117,15,0.390293
clip_2,117,16,1.383710
clip_2,117,17,1.838037
clip_2,118,11,6.673135
clip_2,118,12,3.337052
clip_2,118,13,0.945026
clip_2,118,14,0.625484
clip_2,118,15,0.857946
clip_2,118,16,0.884635
clip_2,118,17,2.828226
clip_2,119,11,3.156859
clip_2,119,12,1.739354
clip_2,119,13,0.711777
clip_2,119,14,0.535808
clip_2,119,15,0.672189
clip_2,119,16,1.470427
clip_2,119,17,1.870626
clip_2,120,11,2.444683
clip_2,120,12,1.556908
clip_2,120,13,0.887430
clip_2,120,14,0.353239
clip_2,120,15,0.190548
clip_2,120,16,0.939110
clip_2,120,17,1.220196
clip_2,121,11,1.256887
clip_2,121,12,0.967704
clip_2,121,13,0.944660
clip_2,121,14,0.819432
clip_2,121,15,0.903654
clip_2,121,16,1.254671
clip_2,121,17,1.115535
clip_2,122,11,1.005857
clip_2,122,12,0.978202
clip_2,122,13,0.893647
clip_2,122,14,0.849646
clip_2,122,15,0.879128
clip_2,122,16,0.853902
clip_2,122,17,0.816642
clip_2,123,11,0.202165
clip_2,123,12,1.476669
clip_2,123,13,2.191886
clip_2,123,14,2.470495
clip_2,123,15,2.555323
clip_2,123,16,1.213208
clip_2,123,17,0.663409
clip_2,124,11,0.266719
clip_2,124,12,0.375427
clip_2,124,13,0.429796
clip_2,124,14,0.514043
clip_2,124,15,0.447675
clip_2,124,16,0.544989
clip_2,124,17,0.640139
clip_2,125,11,0.597994
clip_2,125,12,0.450016
clip_2,125,13,0.498161
clip_2,125,14,0.670478
clip_2,125,15,0.689729
clip_2,125,16,0.626936
clip_2,125,17,1.027523
clip_2,126,11,0.629529
clip_2,126,12,0.881162
clip_2,126,13,0.934978
clip_2,126,14,0.932179
clip_2,126,15,1.036045
clip_2,126,16,0.507050
clip_2,126,17,0.497198
clip_2,127,11,0.338037
clip_2,127,12,0.366264
clip_2,127,13,0.704029
clip_2,127,14,0.928068
clip_2,127,15,0.999879
clip_2,127,16,1.438486
clip_2,127,17,1.319185
clip_2,128,11,2.651651
clip_2,128,12,8.127258
clip_2,128,13,8.930950
clip_2,128,14,9.434035
clip_2,128,15,9.904373
clip_2,128,16,18.854759
clip_2,128,17,23.278381
clip_2,129,11,3.369408
clip_2,129,12,8.333656
clip_2,129,13,8.624612
clip_2,129,14,8.722357
clip_2,129,15,9.218700
clip_2,129,16,18.532309
clip_2,129,17,21.785801
clip_2,130,11,0.424368
clip_2,130,12,0.873907
clip_2,130,13,1.432693
clip_2,130,14,1.815347
clip_2,130,15,1.873839
clip_2,130,16,0.579663
clip_2,130,17,0.032801
clip_2,131,11,2.457271
clip_2,131,12,0.993143
clip_2,131,13,0.581906
clip_2,131,14,0.992687
clip_2,131,15,1.166818
clip_2,131,16,1.221379
clip_2,131,17,2.114923
clip_2,132,11,1.127624
clip_2,132,12,0.696573
clip_2,132,13,1.387921
clip_2,132,14,1.973067
clip_2,132,15,1.989448
clip_2,132,16,1.133963
clip_2,132,17,0.254319
clip_2,133,11,2.300199
clip_2,133,12,1.477957
clip_2,133,13,0.919387
clip_2,133,14,1.281410
clip_2,133,15,1.447168
clip_2,133,16,1.285153
clip_2,133,17,1.767711
clip_2,134,11,3.352307
clip_2,134,12,1.756259
clip_2,134,13,0.601958
clip_2,134,14,0.250611
clip_2,134,15,0.207225
clip_2,134,16,0.764988
clip_2,134,17,1.854625
clip_2,135,11,2.263482
clip_2,135,12,1.082997
clip_2,135,13,0.401963
clip_2,135,14,0.709148
clip_2,135,15,0.691530
clip_2,135,16,0.832292
clip_2,135,17,1.814004
clip_2,136,11,0.994157
clip_2,136,12,1.383352
clip_2,136,13,1.775980
clip_2,136,14,1.998404
clip_2,136,15,2.021527
clip_2,136,16,1.061227
clip_2,136,17,0.765744
clip_2,137,11,1.555466
clip_2,137,12,1.325158
clip_2,137,13,1.332358
clip_2,137,14,1.330885
clip_2,137,15,1.332228
clip_2,137,16,1.543829
clip_2,137,17,1.443057
clip_2,138,11,0.682055
clip_2,138,12,0.741764
clip_2,138,13,1.073745
clip_2,138,14,1.595450
clip_2,138,15,1.690366
clip_2,138,16,1.121085
clip_2,138,17,0.857883
clip_2,139,11,0.783242
clip_2,139,12,1.508338
clip_2,139,13,1.970257
clip_2,139,14,2.581070
clip_2,139,15,2.744720
clip_2,139,16,2.656369
clip_2,139,17,2.184658
clip_2,140,11,5.251581
clip_2,140,12,3.207744
clip_2,140,13,1.506292
clip_2,140,14,0.858764
clip_2,140,15,0.783042
clip_2,140,16,0.967342
clip_2,140,17,1.820575
clip_2,141,11,3.671477
clip_2,141,12,3.741028
clip_2,141,13,3.497094
clip_2,141,14,3.433561
clip_2,141,15,3.319517
clip_2,141,16,2.703168
clip_2,141,17,2.782940
clip_2,142,11,1.936565
clip_2,142,12,1.508430
clip_2,142,13,1.119301
clip_2,142,14,1.362958
clip_2,142,15,1.317133
clip_2,142,16,1.729500
clip_2,142,17,2.150484
clip_2,143,11,0.433177
clip_2,143,12,0.925595
clip_2,143,13,1.289033
clip_2,143,14,1.821046
clip_2,143,15,1.797439
clip_2,143,16,1.728590
clip_2,143,17,1.517845
clip_2,144,11,2.144872
clip_2,144,12,0.916979
clip_2,144,13,0.488223
clip_2,144,14,1.155115
clip_2,144,15,1.239459
clip_2,144,16,2.559824
clip_2,144,17,1.734011
clip_2,145,11,2.254082
clip_2,145,12,0.916084
clip_2,145,13,1.216752
clip_2,145,14,2.125733
clip_2,145,15,2.337314
clip_2,145,16,4.549521
clip_2,145,17,3.961952
clip_2,146,11,0.214333
clip_2,146,12,0.782980
clip_2,146,13,1.555151
clip_2,146,14,2.084039
clip_2,146,15,2.225324
clip_2,146,16,4.405252
clip_2,146,17,4.094190
clip_2,147,11,3.592478
clip_2,147,12,0.433642
clip_2,147,13,2.230968
clip_2,147,14,3.452576
clip_2,147,15,3.651825
clip_2,147,16,1.854378
clip_2,147,17,1.072015
clip_2,148,11,3.604603
clip_2,148,12,1.037367
clip_2,148,13,1.342492
clip_2,148,14,2.297063
clip_2,148,15,2.534202
clip_2,148,16,2.351833
clip_2,148,17,1.563824
clip_2,149,11,3.057179
clip_2,149,12,1.359702
clip_2,149,13,3.491617
clip_2,149,14,4.924275
clip_2,149,15,5.206703
clip_2,149,16,3.835076
clip_2,149,17,2.744955
clip_2,150,11,2.797225
clip_2,150,12,2.103086
clip_2,150,13,1.245463
clip_2,150,14,1.026212
clip_2,150,15,0.791663
clip_2,150,16,3.097992
clip_2,150,17,3.629896
clip_2,151,11,3.714935
clip_2,151,12,2.772545
clip_2,151,13,2.146304
clip_2,151,14,1.884774
clip_2,151,15,1.860167
clip_2,151,16,3.740674
clip_2,151,17,4.248671
clip_2,152,11,1.968928
clip_2,152,12,1.998389
clip_2,152,13,1.877138
clip_2,152,14,1.769312
clip_2,152,15,1.908874
clip_2,152,16,6.246773
clip_2,152,17,6.622354
clip_2,153,11,2.858093
clip_2,153,12,2.085469
clip_2,153,13,1.915070
clip_2,153,14,2.329201
clip_2,153,15,2.435063
clip_2,153,16,6.016652
clip_2,153,17,5.878475
clip_2,154,11,0.964803
clip_2,154,12,1.636983
clip_2,154,13,2.523763
clip_2,154,14,3.176061
clip_2,154,15,3.196154
clip_2,154,16,4.333439
clip_2,154,17,3.494396
clip_2,155,11,3.358036
clip_2,155,12,2.796379
clip_2,155,13,5.220461
clip_2,155,14,6.870851
clip_2,155,15,7.383990
clip_2,155,16,8.454444
clip_2,155,17,6.705493
clip_2,156,11,7.462799
clip_2,156,12,5.272612
clip_2,156,13,3.358901
clip_2,156,14,2.758259
clip_2,156,15,2.572556
clip_2,156,16,4.331557
clip_2,156,17,5.936411
clip_2,157,11,4.237021
clip_2,157,12,3.261068
clip_2,157,13,5.794424
clip_2,157,14,7.723676
clip_2,157,15,8.153476
clip_2,157,16,9.624785
clip_2,157,17,7.554782
clip_2,158,11,7.351871
clip_2,158,12,4.981990
clip_2,158,13,3.276565
clip_2,158,14,2.652532
clip_2,158,15,2.739372
clip_2,158,16,7.146855
clip_2,158,17,8.437033
clip_2,159,11,4.962890
clip_2,159,12,4.372007
clip_2,159,13,5.067811
clip_2,159,14,6.066476
clip_2,159,15,6.311726
clip_2,159,16,7.960617
clip_2,159,17,7.529674
clip_2,160,11,5.594441
clip_2,160,12,5.821254
clip_2,160,13,5.778030
clip_2,160,14,6.050377
clip_2,160,15,6.113936
clip_2,160,16,5.075633
clip_2,160,17,4.865636
clip_2,161,11,3.000662
clip_2,161,12,4.795263
clip_2,161,13,6.486465
clip_2,161,14,7.576024
clip_2,161,15,7.922377
clip_2,161,16,9.107866
clip_2,161,17,7.666476
clip_2,162,11,3.180000
clip_2,162,12,5.334242
clip_2,162,13,7.385915
clip_2,162,14,8.849770
clip_2,162,15,9.163249
clip_2,162,16,11.087022
clip_2,162,17,9.557501
clip_2,163,11,4.811728
clip_2,163,12,6.025654
clip_2,163,13,7.377191
clip_2,163,14,8.426245
clip_2,163,15,8.676903
clip_2,163,16,11.057801
clip_2,163,17,9.941084
clip_2,164,11,12.356495
clip_2,164,12,10.497832
clip_2,164,13,11.650297
clip_2,164,14,12.539025
clip_2,164,15,13.610359
clip_2,164,16,6.720103
clip_2,164,17,3.288933
clip_2,165,10,2.755618
clip_2,165,11,3.017193
clip_2,165,12,5.245271
clip_2,165,13,7.596461
clip_2,165,14,9.097697
clip_2,165,15,9.211036
clip_2,165,16,11.840671
clip_2,165,17,10.029981
clip_2,166,10,4.096731
clip_2,166,11,4.215488
clip_2,166,12,4.926511
clip_2,166,13,6.204675
clip_2,166,14,7.174591
clip_2,166,15,7.407691
clip_2,166,16,11.779008
clip_2,166,17,10.761987
clip_2,167,10,5.308103
clip_2,167,11,5.636162
clip_2,167,12,6.860476
clip_2,167,13,8.099587
clip_2,167,14,8.907721
clip_2,167,15,8.950126
clip_2,167,16,9.682182
clip_2,167,17,8.443744
clip_2,168,10,3.784551
clip_2,168,11,4.189318
clip_2,168,12,6.093316
clip_2,168,13,7.973574
clip_2,168,14,8.789161
clip_2,168,15,8.736694
clip_2,168,16,9.969047
clip_2,168,17,8.366092
clip_2,169,10,5.515450
clip_2,169,11,5.052241
clip_2,169,12,4.258587
clip_2,169,13,4.701774
clip_2,169,14,5.263608
clip_2,169,15,5.393686
clip_2,169,16,9.626771
clip_2,169,17,9.469549
clip_2,170,10,6.475670
clip_2,170,11,6.490300
clip_2,170,12,7.036866
clip_2,170,13,7.905671
clip_2,170,14,8.090178
clip_2,170,15,8.300820
clip_2,170,16,9.420185
clip_2,170,17,8.739505
clip_2,171,11,6.808093
clip_2,171,12,6.374211
clip_2,171,13,7.705108
clip_2,171,14,9.919084
clip_2,171,15,10.148329
clip_2,171,16,11.626526
clip_2,171,17,11.244672
clip_2,172,11,3.268691
clip_2,172,12,3.709354
clip_2,172,13,4.850392
clip_2,172,14,5.874402
clip_2,172,15,6.158340
clip_2,172,16,9.354251
clip_2,172,17,8.611182
clip_2,173,11,1.378017
clip_2,173,12,4.321992
clip_2,173,13,6.868917
clip_2,173,14,8.205284
clip_2,173,15,8.359667
clip_2,173,16,10.101359
clip_2,173,17,8.087677
clip_3,1,12,0.736885
clip_3,1,13,0.360392
clip_3,1,14,0.164050
clip_3,1,15,0.158346
clip_3,1,16,0.796688
clip_3,1,17,0.572682
clip_3,2,12,1.315698
clip_3,2,13,1.191244
clip_3,2,14,1.162658
clip_3,2,15,1.161092
clip_3,2,16,0.540477
clip_3,2,17,0.647927
clip_3,3,12,1.888288
clip_3,3,13,1.594393
clip_3,3,14,1.378150
clip_3,3,15,1.427244
clip_3,3,16,1.923394
clip_3,3,17,2.175480
clip_3,4,12,0.562964
clip_3,4,13,0.378231
clip_3,4,14,0.390126
clip_3,4,15,0.381426
clip_3,4,16,0.069251
clip_3,4,17,0.110712
clip_3,5,12,0.590792
clip_3,5,13,0.327915
clip_3,5,14,0.173532
clip_3,5,15,0.139806
clip_3,5,16,0.441320
clip_3,5,17,0.607101
clip_3,6,12,0.568492
clip_3,6,13,0.317928
clip_3,6,14,0.201156
clip_3,6,15,0.177350
clip_3,6,16,0.173624
clip_3,6,17,0.184251
clip_3,7,12,0.153578
clip_3,7,13,0.131374
clip_3,7,14,0.082179
clip_3,7,15,0.132361
clip_3,7,16,0.222196
clip_3,7,17,0.275767
clip_3,8,12,0.089240
clip_3,8,13,0.107161
clip_3,8,14,0.123711
clip_3,8,15,0.150150
clip_3,8,16,0.455308
clip_3,8,17,0.604136
clip_3,9,12,0.860361
clip_3,9,13,0.781374
clip_3,9,14,0.808937
clip_3,9,15,0.844865
clip_3,9,16,1.843659
clip_3,9,17,1.976764
clip_3,10,12,0.538766
clip_3,10,13,0.315897
clip_3,10,14,0.272119
clip_3,10,15,0.179133
clip_3,10,16,0.503964
clip_3,10,17,0.730505
clip_3,11,12,0.382976
clip_3,11,13,0.406114
clip_3,11,14,0.609343
clip_3,11,15,0.661255
clip_3,11,16,0.786964
clip_3,11,17,0.661767
clip_3,12,12,1.047577
clip_3,12,13,0.562309
clip_3,12,14,0.328872
clip_3,12,15,0.295088
clip_3,12,16,0.347988
clip_3,12,17,0.559569
clip_3,13,12,0.511767
clip_3,13,13,0.251442
clip_3,13,14,0.234696
clip_3,13,15,0.282584
clip_3,13,16,0.280294
clip_3,13,17,0.358775
clip_3,14,12,0.447817
clip_3,14,13,0.184053
clip_3,14,14,0.587761
clip_3,14,15,0.662666
clip_3,14,16,0.745302
clip_3,14,17,0.429480
clip_3,15,12,0.158868
clip_3,15,13,0.140272
clip_3,15,14,0.297452
clip_3,15,15,0.305582
clip_3,15,16,0.242645
clip_3,15,17,0.307998
clip_3,16,12,0.529890
clip_3,16,13,0.586950
clip_3,16,14,0.592430
clip_3,16,15,0.648922
clip_3,16,16,1.069794
clip_3,16,17,1.121348
clip_3,17,12,0.047504
clip_3,17,13,0.327144
clip_3,17,14,0.602230
clip_3,17,15,0.653637
clip_3,17,16,0.567903
clip_3,17,17,0.273013
clip_3,18,12,0.534559
clip_3,18,13,0.429227
clip_3,18,14,0.223117
clip_3,18,15,0.215346
clip_3,18,16,1.448404
clip_3,18,17,1.707115
clip_3,19,12,0.452525
clip_3,19,13,0.384337
clip_3,19,14,0.732057
clip_3,19,15,0.814713
clip_3,19,16,1.580729
clip_3,19,17,1.289475
clip_3,20,12,0.368572
clip_3,20,13,0.112536
clip_3,20,14,0.381951
clip_3,20,15,0.455149
clip_3,20,16,0.579761
clip_3,20,17,0.445769
clip_3,21,12,0.596035
clip_3,21,13,0.506287
clip_3,21,14,0.524692
clip_3,21,15,0.519555
clip_3,21,16,0.166919
clip_3,21,17,0.351391
clip_3,22,12,1.378966
clip_3,22,13,0.822389
clip_3,22,14,0.496445
clip_3,22,15,0.410611
clip_3,22,16,0.913563
clip_3,22,17,1.529143
clip_3,23,12,2.131535
clip_3,23,13,1.492401
clip_3,23,14,1.107078
clip_3,23,15,0.970310
clip_3,23,16,0.754513
clip_3,23,17,1.422691
clip_3,24,12,0.743735
clip_3,24,13,1.175776
clip_3,24,14,1.575834
clip_3,24,15,1.706856
clip_3,24,16,0.596024
clip_3,24,17,0.735410
clip_3,25,12,1.017637
clip_3,25,13,0.303789
clip_3,25,14,1.088929
clip_3,25,15,1.217586
clip_3,25,16,1.053512
clip_3,25,17,1.039815
clip_3,26,12,1.617820
clip_3,26,13,1.529856
clip_3,26,14,1.419568
clip_3,26,15,1.453209
clip_3,26,16,0.807252
clip_3,26,17,0.885347
clip_3,27,12,2.178137
clip_3,27,13,0.799313
clip_3,27,14,0.540843
clip_3,27,15,0.700084
clip_3,27,16,0.397906
clip_3,27,17,2.002151
clip_3,28,11,2.215158
clip_3,28,12,1.266370
clip_3,28,13,0.847288
clip_3,28,14,0.946810
clip_3,28,15,0.935309
clip_3,28,16,0.280878
clip_3,28,17,0.590476
clip_3,29,11,2.736397
clip_3,29,12,1.970623
clip_3,29,13,1.442930
clip_3,29,14,1.091388
clip_3,29,15,1.079586
clip_3,29,16,0.285858
clip_3,29,17,0.919443
clip_3,30,11,2.757715
clip_3,30,12,2.225069
