clip,frame,keypoint_index,confident_count,residual_m,residual_px,dlt_conditioning
clip_1,114,15,7,0.028137,0.467316,1.458253e-01
clip_1,115,11,7,0.050418,3.191702,2.004711e-01
clip_1,115,12,7,0.010338,0.284823,1.232895e-01
clip_1,115,13,7,0.056539,1.922597,1.391455e-01
clip_1,115,14,7,0.008945,0.291137,1.476131e-01
clip_1,115,15,7,0.022506,0.408787,1.456569e-01
clip_1,116,11,7,0.051191,3.094684,1.997827e-01
clip_1,116,12,7,0.008046,0.235740,1.235036e-01
clip_1,116,13,7,0.054080,1.919522,1.393722e-01
clip_1,116,14,7,0.010441,0.294271,1.480127e-01
clip_1,116,15,7,0.019317,0.394607,1.460388e-01
clip_2,0,10,8,0.171116,10.105735,1.371224e-01
clip_2,0,11,8,0.134353,5.478453,1.205218e-01
clip_2,0,12,8,0.034499,2.226083,1.042031e-01
clip_2,0,13,8,0.085295,1.868234,1.138643e-01
clip_2,0,14,8,0.035336,1.772741,1.150076e-01
clip_2,0,15,8,0.082976,1.575565,1.143300e-01
clip_2,1,10,8,0.173152,10.301566,1.369450e-01
clip_2,1,11,8,0.133954,5.508843,1.203598e-01
clip_2,1,12,8,0.040292,2.417313,1.040628e-01
clip_2,1,13,8,0.091949,1.982589,1.137064e-01
clip_2,1,14,8,0.036152,1.687299,1.148456e-01
clip_2,1,15,8,0.088887,1.679637,1.141389e-01
clip_2,2,10,8,0.175387,10.453548,1.364958e-01
clip_2,2,11,8,0.134846,5.502255,1.199197e-01
clip_2,2,12,8,0.045523,2.661300,1.037365e-01
clip_2,2,13,8,0.098180,2.104988,1.132813e-01
clip_2,2,14,8,0.037571,1.622660,1.143945e-01
clip_2,2,15,8,0.095206,1.789302,1.136809e-01
clip_2,3,10,8,0.175268,10.401255,1.364356e-01
clip_2,3,11,8,0.133742,5.440971,1.198680e-01
clip_2,3,12,8,0.048934,2.770115,1.036956e-01
clip_2,3,13,8,0.101230,2.174879,1.132314e-01
clip_2,3,14,8,0.037640,1.609310,1.143369e-01
clip_2,3,15,8,0.096651,1.837150,1.136315e-01
clip_2,4,10,8,0.175858,10.352189,1.366202e-01
clip_2,4,11,8,0.135227,5.438491,1.200545e-01
clip_2,4,12,8,0.047040,2.723926,1.038612e-01
clip_2,4,13,8,0.099625,2.140889,1.134189e-01
clip_2,4,14,8,0.037271,1.610316,1.145313e-01
clip_2,4,15,8,0.095377,1.788192,1.138233e-01
clip_2,5,10,8,0.171837,9.972423,1.365902e-01
clip_2,5,11,8,0.133818,5.336215,1.200897e-01
clip_2,5,12,8,0.041268,2.464735,1.038527e-01
clip_2,5,13,8,0.091769,1.975318,1.134180e-01
clip_2,5,14,8,0.036888,1.581694,1.145420e-01
clip_2,5,15,8,0.091229,1.699727,1.138252e-01
clip_2,6,11,7,0.078820,7.552663,2.151609e-01
clip_2,6,12,7,0.028089,2.129935,1.215339e-01
clip_2,6,13,7,0.059043,1.840198,1.379934e-01
clip_2,6,14,7,0.035428,1.363907,1.445838e-01
clip_2,6,15,7,0.076150,1.384053,1.431608e-01
clip_2,7,11,7,0.082581,8.055376,2.150303e-01
clip_2,7,12,7,0.033149,2.314967,1.216597e-01
clip_2,7,13,7,0.065431,1.797461,1.381138e-01
clip_2,7,14,7,0.035724,1.259410,1.447400e-01
clip_2,7,15,7,0.080876,1.471354,1.432842e-01
clip_2,8,11,7,0.080857,7.850795,2.151908e-01
clip_2,8,12,7,0.031368,2.231532,1.217211e-01
clip_2,8,13,7,0.062455,1.796675,1.382024e-01
clip_2,8,14,7,0.037641,1.321696,1.448461e-01
clip_2,8,15,7,0.081662,1.488147,1.433945e-01
clip_2,9,11,7,0.083084,8.054901,2.155241e-01
clip_2,9,12,7,0.032076,2.307152,1.215900e-01
clip_2,9,13,7,0.063459,1.849788,1.380720e-01
clip_2,9,14,7,0.037133,1.395243,1.446447e-01
clip_2,9,15,7,0.080671,1.473051,1.432293e-01
clip_2,10,10,8,0.174794,10.185187,1.366329e-01
clip_2,10,11,8,0.135005,5.404642,1.200214e-01
clip_2,10,12,8,0.045110,2.652344,1.038685e-01
clip_2,10,13,8,0.095089,2.049806,1.133897e-01
clip_2,10,14,8,0.040781,1.708463,1.144899e-01
clip_2,10,15,8,0.097587,1.857847,1.138141e-01
clip_2,11,10,8,0.176885,10.119169,1.366952e-01
clip_2,11,11,8,0.136168,5.434488,1.200648e-01
clip_2,11,12,8,0.045789,2.566839,1.039273e-01
clip_2,11,13,8,0.095721,2.061303,1.134640e-01
clip_2,11,14,8,0.041654,1.784412,1.145421e-01
clip_2,11,15,8,0.097999,1.911747,1.139021e-01
clip_2,12,11,7,0.078756,7.652078,2.150165e-01
clip_2,12,12,7,0.030550,2.095311,1.213416e-01
clip_2,12,13,7,0.064181,1.903475,1.377849e-01
clip_2,12,14,7,0.034672,1.534025,1.442639e-01
clip_2,12,15,7,0.075191,1.456867,1.429085e-01
clip_2,13,11,7,0.075924,7.337416,2.148868e-01
clip_2,13,12,7,0.028105,1.987612,1.213090e-01
clip_2,13,13,7,0.061954,1.903913,1.377526e-01
clip_2,13,14,7,0.033185,1.592332,1.442241e-01
clip_2,13,15,7,0.070771,1.420199,1.428970e-01
clip_2,14,11,7,0.071983,6.632150,2.145264e-01
clip_2,14,12,7,0.021283,1.735181,1.210727e-01
clip_2,14,13,7,0.053603,1.984842,1.374388e-01
clip_2,14,14,7,0.031110,1.490055,1.439127e-01
clip_2,14,15,7,0.064046,1.185913,1.425452e-01
clip_2,15,11,7,0.071162,6.808986,2.139241e-01
clip_2,15,12,7,0.024698,1.774758,1.211158e-01
clip_2,15,13,7,0.058052,1.869002,1.374589e-01
clip_2,15,14,7,0.031215,1.399630,1.439549e-01
clip_2,15,15,7,0.067885,1.283105,1.425542e-01
clip_2,16,11,7,0.071035,6.998409,2.141294e-01
clip_2,16,12,7,0.029267,1.845118,1.214058e-01
clip_2,16,13,7,0.061675,1.782387,1.378476e-01
clip_2,16,14,7,0.030873,1.345558,1.444034e-01
clip_2,16,15,7,0.069417,1.338639,1.429998e-01
clip_2,17,11,7,0.072307,7.224718,2.145062e-01
clip_2,17,12,7,0.035218,1.938175,1.214389e-01
clip_2,17,13,7,0.065437,1.700590,1.379283e-01
clip_2,17,14,7,0.034028,1.389742,1.444302e-01
clip_2,17,15,7,0.075640,1.552727,1.430522e-01
clip_2,18,11,7,0.074602,7.477372,2.147918e-01
clip_2,18,12,7,0.035935,2.084368,1.210121e-01
clip_2,18,13,7,0.064145,1.640934,1.374187e-01
clip_2,18,14,7,0.035855,1.393707,1.437676e-01
clip_2,18,15,7,0.077944,1.587490,1.424012e-01
clip_2,19,11,7,0.068400,6.891461,2.140447e-01
clip_2,19,12,7,0.036349,1.828798,1.212510e-01
clip_2,19,13,7,0.064692,1.596865,1.376943e-01
clip_2,19,14,7,0.037412,1.344544,1.441230e-01
clip_2,19,15,7,0.080972,1.721067,1.427225e-01
clip_2,20,11,7,0.066760,6.730079,2.144969e-01
clip_2,20,12,7,0.032749,1.742393,1.214467e-01
clip_2,20,13,7,0.061332,1.658586,1.379766e-01
clip_2,20,14,7,0.034837,1.457446,1.444606e-01
clip_2,20,15,7,0.074054,1.581190,1.430990e-01
clip_2,21,11,7,0.067500,6.819465,2.147867e-01
clip_2,21,12,7,0.033675,1.744643,1.211274e-01
clip_2,21,13,7,0.061654,1.714405,1.376321e-01
clip_2,21,14,7,0.035233,1.591469,1.439808e-01
clip_2,21,15,7,0.073002,1.602379,1.426714e-01
clip_2,22,11,7,0.054585,5.381073,2.146251e-01
clip_2,22,12,7,0.019253,1.182495,1.211618e-01
clip_2,22,13,7,0.047584,1.797624,1.376484e-01
clip_2,22,14,7,0.033923,1.629409,1.440960e-01
clip_2,22,15,7,0.062822,1.349581,1.427812e-01
clip_2,23,11,7,0.059564,6.041686,2.154040e-01
clip_2,23,12,7,0.026420,1.467371,1.213037e-01
clip_2,23,13,7,0.052274,1.690504,1.378849e-01
clip_2,23,14,7,0.034946,1.643562,1.443048e-01
clip_2,23,15,7,0.066821,1.472922,1.430192e-01
clip_2,24,11,7,0.064947,6.526166,2.160473e-01
clip_2,24,12,7,0.033860,1.669200,1.213140e-01
clip_2,24,13,7,0.055880,1.592816,1.380041e-01
clip_2,24,14,7,0.036355,1.619749,1.443478e-01
clip_2,24,15,7,0.070806,1.584793,1.430846e-01
clip_2,25,11,7,0.060031,6.132169,2.158463e-01
clip_2,25,12,7,0.029329,1.559685,1.217653e-01
clip_2,25,13,7,0.053021,1.555333,1.385082e-01
clip_2,25,14,7,0.033108,1.498953,1.450456e-01
clip_2,25,15,7,0.065930,1.463486,1.437491e-01
clip_2,26,11,7,0.057525,5.887219,2.157241e-01
clip_2,26,12,7,0.029795,1.449652,1.217751e-01
clip_2,26,13,7,0.053732,1.558059,1.385387e-01
clip_2,26,14,7,0.032374,1.498545,1.450679e-01
clip_2,26,15,7,0.064978,1.489174,1.437840e-01
clip_2,27,11,7,0.060958,6.201168,2.156377e-01
clip_2,27,12,7,0.032884,1.596756,1.218883e-01
clip_2,27,13,7,0.055894,1.526576,1.386725e-01
clip_2,27,14,7,0.031029,1.459501,1.452470e-01
clip_2,27,15,7,0.064149,1.480382,1.439552e-01
clip_2,28,11,7,0.056540,5.827328,2.149543e-01
clip_2,28,12,7,0.031318,1.458151,1.219037e-01
clip_2,28,13,7,0.054714,1.506344,1.386584e-01
clip_2,28,14,7,0.029742,1.454353,1.452742e-01
clip_2,28,15,7,0.061692,1.487609,1.439711e-01
clip_2,29,11,7,0.051810,5.389673,2.147580e-01
clip_2,29,12,7,0.029210,1.303198,1.220310e-01
clip_2,29,13,7,0.054436,1.508118,1.388204e-01
clip_2,29,14,7,0.027522,1.493233,1.454633e-01
clip_2,29,15,7,0.057399,1.504345,1.441890e-01
clip_2,30,11,7,0.048641,5.080028,2.146217e-01
clip_2,30,12,7,0.025567,1.186354,1.221042e-01
clip_2,30,13,7,0.050106,1.486041,1.389075e-01
clip_2,30,14,7,0.029209,1.589246,1.455889e-01
clip_2,30,15,7,0.057117,1.536654,1.443176e-01
clip_2,31,11,7,0.048067,5.021212,2.148725e-01
clip_2,31,12,7,0.028666,1.223062,1.224861e-01
clip_2,31,13,7,0.053342,1.429289,1.394183e-01
clip_2,31,14,7,0.025235,1.474914,1.461864e-01
clip_2,31,15,7,0.052951,1.520275,1.449305e-01
clip_2,32,11,7,0.047351,4.765449,2.152183e-01
clip_2,32,12,7,0.033946,1.206577,1.224130e-01
clip_2,32,13,7,0.054031,1.366427,1.394557e-01
clip_2,32,14,7,0.024626,1.414422,1.461243e-01
clip_2,32,15,7,0.052556,1.582696,1.448974e-01
clip_2,33,11,7,0.040023,4.209812,2.140816e-01
clip_2,33,12,7,0.030274,1.019410,1.221806e-01
clip_2,33,13,7,0.053994,1.399424,1.391089e-01
clip_2,33,14,7,0.018893,1.328304,1.457825e-01
clip_2,33,15,7,0.041049,1.384610,1.445529e-01
clip_2,34,11,7,0.039717,4.268467,2.136310e-01
clip_2,34,12,7,0.025408,0.984314,1.214788e-01
clip_2,34,13,7,0.050367,1.379456,1.382076e-01
clip_2,34,14,7,0.020587,1.448518,1.446908e-01
clip_2,34,15,7,0.040926,1.394663,1.434823e-01
clip_2,35,11,7,0.040994,4.343134,2.136189e-01
clip_2,35,12,7,0.030665,1.097856,1.218309e-01
clip_2,35,13,7,0.054199,1.340583,1.386522e-01
clip_2,35,14,7,0.018498,1.301509,1.452293e-01
clip_2,35,15,7,0.041652,1.455650,1.439997e-01
clip_2,36,11,7,0.041112,4.341805,2.131713e-01
clip_2,36,12,7,0.030885,1.113945,1.215686e-01
clip_2,36,13,7,0.053403,1.304107,1.383380e-01
clip_2,36,14,7,0.018046,1.272433,1.448503e-01
clip_2,36,15,7,0.040867,1.437896,1.436138e-01
clip_2,37,11,7,0.041547,4.219365,2.123295e-01
clip_2,37,12,7,0.033047,1.109827,1.213101e-01
clip_2,37,13,7,0.052404,1.255125,1.380250e-01
clip_2,37,14,7,0.016137,1.072275,1.445061e-01
clip_2,37,15,7,0.040397,1.306719,1.432056e-01
clip_2,38,11,7,0.042814,4.194452,2.124735e-01
clip_2,38,12,7,0.034843,1.126870,1.218237e-01
clip_2,38,13,7,0.052718,1.260356,1.386738e-01
clip_2,38,14,7,0.016344,1.050247,1.453112e-01
clip_2,38,15,7,0.041276,1.314054,1.439838e-01
clip_2,39,11,7,0.048503,4.612144,2.127663e-01
clip_2,39,12,7,0.036910,1.266330,1.217995e-01
clip_2,39,13,7,0.053321,1.262489,1.387046e-01
clip_2,39,14,7,0.013798,0.860699,1.453286e-01
clip_2,39,15,7,0.039130,1.123932,1.439756e-01
clip_2,40,12,6,0.094035,2.846322,1.753615e-01
clip_2,40,13,6,0.051856,1.222305,1.611631e-01
clip_2,40,14,6,0.014799,0.468559,2.363868e-01
clip_2,40,15,6,0.040157,1.303678,2.268603e-01
clip_2,41,12,6,0.097507,2.969040,1.749449e-01
clip_2,41,13,6,0.053691,1.289128,1.617244e-01
clip_2,41,14,6,0.013243,0.318196,2.376745e-01
clip_2,41,15,6,0.038850,1.197525,2.281545e-01
clip_2,42,12,6,0.086925,2.661892,1.750899e-01
clip_2,42,13,6,0.047569,1.134767,1.613152e-01
clip_2,42,14,6,0.014675,0.363866,2.369410e-01
clip_2,42,15,6,0.038332,1.142283,2.273772e-01
clip_2,43,12,6,0.075139,2.341639,1.757496e-01
clip_2,43,13,6,0.040488,0.965929,1.616851e-01
clip_2,43,14,6,0.016484,0.408142,2.371009e-01
clip_2,43,15,6,0.037952,1.083653,2.279380e-01
clip_2,44,12,6,0.068079,2.142287,1.759095e-01
clip_2,44,13,6,0.035470,0.846326,1.609390e-01
clip_2,44,14,6,0.019146,0.497639,2.357970e-01
clip_2,44,15,6,0.039619,1.138808,2.265160e-01
clip_2,45,12,6,0.083792,2.573115,1.752783e-01
clip_2,45,13,6,0.044625,1.084032,1.607162e-01
clip_2,45,14,6,0.016176,0.324061,2.360583e-01
clip_2,45,15,6,0.038784,1.035212,2.264846e-01
clip_2,46,12,6,0.084873,2.615290,1.750122e-01
clip_2,46,13,6,0.046194,1.134591,1.607056e-01
clip_2,46,14,6,0.012461,0.267273,2.362752e-01
clip_2,46,15,6,0.034035,0.908415,2.266221e-01
clip_2,47,12,6,0.078627,2.428749,1.755961e-01
clip_2,47,13,6,0.041897,1.029590,1.613834e-01
clip_2,47,14,6,0.014464,0.291259,2.369590e-01
clip_2,47,15,6,0.035428,0.969203,2.277026e-01
clip_2,48,12,6,0.068356,2.139987,1.765471e-01
clip_2,48,13,6,0.034863,0.851630,1.625112e-01
clip_2,48,14,6,0.019402,0.422334,2.378585e-01
clip_2,48,15,6,0.039636,1.081811,2.292784e-01
clip_2,49,12,6,0.069081,2.173663,1.760481e-01
clip_2,49,13,6,0.036091,0.898426,1.624034e-01
clip_2,49,14,6,0.015575,0.329709,2.383118e-01
clip_2,49,15,6,0.034870,0.979032,2.296030e-01
clip_2,50,12,6,0.060694,1.937230,1.760391e-01
clip_2,50,13,6,0.032044,0.793467,1.618658e-01
clip_2,50,14,6,0.014736,0.302815,2.376150e-01
clip_2,50,15,6,0.031991,0.826758,2.287809e-01
clip_2,51,12,6,0.057864,1.841757,1.759028e-01
clip_2,51,13,6,0.031186,0.776394,1.614735e-01
clip_2,51,14,6,0.011701,0.242774,2.372206e-01
clip_2,51,15,6,0.027417,0.701523,2.282821e-01
clip_2,52,12,6,0.053747,1.706600,1.762256e-01
clip_2,52,13,6,0.028366,0.707559,1.615454e-01
clip_2,52,14,6,0.012056,0.256301,2.370931e-01
clip_2,52,15,6,0.027104,0.756371,2.283317e-01
clip_2,53,12,6,0.056857,1.809346,1.765884e-01
clip_2,53,13,6,0.028572,0.726160,1.626233e-01
clip_2,53,14,6,0.015512,0.337529,2.383555e-01
clip_2,53,15,6,0.031908,0.914496,2.299748e-01
clip_2,54,12,6,0.050412,1.603461,1.766511e-01
clip_2,54,13,6,0.024779,0.622825,1.613479e-01
clip_2,54,14,6,0.016601,0.350892,2.364293e-01
clip_2,54,15,6,0.031816,0.853521,2.277505e-01
clip_2,55,12,6,0.047706,1.544259,1.766467e-01
clip_2,55,13,6,0.025217,0.623116,1.599718e-01
clip_2,55,14,6,0.012243,0.266056,2.343492e-01
clip_2,55,15,6,0.026145,0.707124,2.253758e-01
clip_2,56,12,6,0.046389,1.486990,1.763811e-01
clip_2,56,13,6,0.026263,0.644626,1.579128e-01
clip_2,56,14,6,0.006474,0.199925,2.313942e-01
clip_2,56,15,6,0.018859,0.611587,2.219392e-01
clip_2,57,12,6,0.046003,1.485827,1.764843e-01
clip_2,57,13,6,0.023723,0.586044,1.588446e-01
clip_2,57,14,6,0.013360,0.290204,2.328775e-01
clip_2,57,15,6,0.027082,0.730081,2.235861e-01
clip_2,58,12,6,0.047814,1.555612,1.762806e-01
clip_2,58,13,6,0.026141,0.648289,1.592624e-01
clip_2,58,14,6,0.009695,0.214745,2.336912e-01
clip_2,58,15,6,0.023084,0.642712,2.244718e-01
clip_2,59,12,6,0.048882,1.553549,1.761415e-01
clip_2,59,13,6,0.026022,0.660601,1.597369e-01
clip_2,59,14,6,0.009175,0.195676,2.345530e-01
clip_2,59,15,6,0.021999,0.588235,2.254036e-01
clip_2,60,12,6,0.047268,1.507070,1.756058e-01
clip_2,60,13,6,0.026940,0.686796,1.592093e-01
clip_2,60,14,6,0.003776,0.180305,2.342756e-01
clip_2,60,15,6,0.014087,0.362535,2.248671e-01
clip_2,61,12,6,0.045103,1.446386,1.756564e-01
clip_2,61,13,6,0.026886,0.671352,1.589951e-01
clip_2,61,14,6,0.002053,0.114820,2.338507e-01
clip_2,61,15,6,0.012074,0.315536,2.244228e-01
clip_2,62,12,6,0.046919,1.501910,1.760119e-01
clip_2,62,13,6,0.024997,0.633444,1.604720e-01
clip_2,62,14,6,0.010342,0.262462,2.358336e-01
clip_2,62,15,6,0.022698,0.524194,2.267773e-01
clip_2,63,12,6,0.044908,1.464241,1.760566e-01
clip_2,63,13,6,0.024961,0.627870,1.606931e-01
clip_2,63,14,6,0.007878,0.187486,2.361547e-01
clip_2,63,15,6,0.019672,0.471499,2.271999e-01
clip_2,64,12,6,0.045419,1.458408,1.765495e-01
clip_2,64,13,6,0.022379,0.575851,1.618269e-01
clip_2,64,14,6,0.014529,0.302911,2.374033e-01
clip_2,64,15,6,0.027806,0.700858,2.288824e-01
clip_2,65,12,6,0.041394,1.347420,1.770603e-01
clip_2,65,13,6,0.020015,0.501522,1.620308e-01
clip_2,65,14,6,0.016005,0.353128,2.372041e-01
clip_2,65,15,6,0.029222,0.780657,2.289376e-01
clip_2,66,12,6,0.040997,1.320619,1.768753e-01
clip_2,66,13,6,0.019682,0.495033,1.614524e-01
clip_2,66,14,6,0.015634,0.338907,2.365426e-01
clip_2,66,15,6,0.028572,0.764038,2.280494e-01
clip_2,67,12,6,0.038278,1.318139,1.771894e-01
clip_2,67,13,6,0.019370,0.483900,1.605721e-01
clip_2,67,14,6,0.014235,0.324045,2.349148e-01
clip_2,67,15,6,0.026585,0.691694,2.263309e-01
clip_2,68,12,6,0.039201,1.341149,1.774343e-01
clip_2,68,13,6,0.020363,0.508746,1.605389e-01
clip_2,68,14,6,0.012930,0.327476,2.346889e-01
clip_2,68,15,6,0.025234,0.702977,2.262220e-01
clip_2,69,12,6,0.033185,1.204371,1.776589e-01
clip_2,69,13,6,0.015957,0.410917,1.605790e-01
clip_2,69,14,6,0.015875,0.453437,2.345123e-01
clip_2,69,15,6,0.027463,0.796715,2.261191e-01
clip_2,70,12,6,0.035347,1.211304,1.777156e-01
clip_2,70,13,6,0.018211,0.459241,1.605962e-01
clip_2,70,14,6,0.012466,0.435754,2.345168e-01
clip_2,70,15,6,0.023638,0.780204,2.261886e-01
clip_2,71,12,6,0.034898,1.303774,1.778186e-01
clip_2,71,13,6,0.018091,0.473000,1.604530e-01
clip_2,71,14,6,0.013492,0.445334,2.341716e-01
clip_2,71,15,6,0.024917,0.762282,2.258182e-01
clip_2,72,12,6,0.030354,1.242872,1.774362e-01
clip_2,72,13,6,0.016597,0.459087,1.596551e-01
clip_2,72,14,6,0.010509,0.419153,2.333406e-01
clip_2,72,15,6,0.020007,0.646138,2.246832e-01
clip_2,73,12,6,0.038605,1.446654,1.769857e-01
clip_2,73,13,6,0.023648,0.615824,1.603768e-01
clip_2,73,14,6,0.004588,0.257033,2.348549e-01
clip_2,73,15,6,0.014393,0.489413,2.262514e-01
clip_2,74,12,6,0.038891,1.415340,1.773040e-01
clip_2,74,13,6,0.022025,0.565663,1.610724e-01
clip_2,74,14,6,0.008935,0.302858,2.355864e-01
clip_2,74,15,6,0.020294,0.612479,2.272169e-01
clip_2,75,12,6,0.036083,1.310396,1.775066e-01
clip_2,75,13,6,0.019460,0.504991,1.604387e-01
clip_2,75,14,6,0.011629,0.476853,2.344220e-01
clip_2,75,15,6,0.022658,0.780109,2.259592e-01
clip_2,76,12,6,0.036616,1.338185,1.775297e-01
clip_2,76,13,6,0.020314,0.526040,1.603847e-01
clip_2,76,14,6,0.010118,0.411121,2.343728e-01
clip_2,76,15,6,0.020988,0.703921,2.259262e-01
clip_2,77,12,6,0.034801,1.366282,1.775266e-01
clip_2,77,13,6,0.019226,0.516133,1.600684e-01
clip_2,77,14,6,0.010831,0.420737,2.339438e-01
clip_2,77,15,6,0.021507,0.686466,2.254280e-01
clip_2,78,12,6,0.034677,1.348461,1.774813e-01
clip_2,78,13,6,0.018625,0.497821,1.603122e-01
clip_2,78,14,6,0.012082,0.426127,2.343453e-01
clip_2,78,15,6,0.023106,0.712524,2.258533e-01
clip_2,79,12,6,0.036237,1.341992,1.776626e-01
clip_2,79,13,6,0.017737,0.454150,1.606433e-01
clip_2,79,14,6,0.016670,0.391652,2.347369e-01
clip_2,79,15,6,0.029239,0.743360,2.263654e-01
clip_2,80,12,6,0.036794,1.426905,1.777755e-01
clip_2,80,13,6,0.018228,0.473792,1.618088e-01
clip_2,80,14,6,0.016987,0.357518,2.363886e-01
clip_2,80,15,6,0.029765,0.681508,2.283445e-01
clip_2,81,12,6,0.034115,1.448632,1.777482e-01
clip_2,81,13,6,0.016792,0.455572,1.618830e-01
clip_2,81,14,6,0.017168,0.354104,2.365052e-01
clip_2,81,15,6,0.029422,0.635764,2.284800e-01
clip_2,82,12,6,0.036472,1.522939,1.773882e-01
clip_2,82,13,6,0.019554,0.527012,1.617743e-01
clip_2,82,14,6,0.013345,0.282186,2.366787e-01
clip_2,82,15,6,0.025360,0.565846,2.285290e-01
clip_2,83,12,6,0.053208,1.913489,1.769020e-01
clip_2,83,13,6,0.016911,0.544589,1.623803e-01
clip_2,83,14,6,0.035540,1.124975,2.375577e-01
clip_2,83,15,6,0.055273,2.009029,2.290426e-01
clip_2,84,12,6,0.053321,1.916262,1.767363e-01
clip_2,84,13,6,0.018201,0.562145,1.623450e-01
clip_2,84,14,6,0.032150,1.092069,2.377235e-01
clip_2,84,15,6,0.051134,1.949511,2.291642e-01
clip_2,85,12,6,0.034099,1.254651,1.769873e-01
clip_2,85,13,6,0.017856,0.461007,1.615135e-01
clip_2,85,14,6,0.012025,0.304355,2.366516e-01
clip_2,85,15,6,0.023003,0.615846,2.282984e-01
clip_2,86,12,6,0.053572,1.869656,1.771380e-01
clip_2,86,13,6,0.019145,0.560253,1.636945e-01
clip_2,86,14,6,0.031388,1.047569,2.392854e-01
clip_2,86,15,6,0.050404,1.876009,2.312788e-01
clip_2,87,12,6,0.050251,1.673680,1.773787e-01
clip_2,87,13,6,0.019005,0.506948,1.632394e-01
clip_2,87,14,6,0.028933,1.097752,2.383459e-01
clip_2,87,15,6,0.046722,1.837172,2.303213e-01
clip_2,88,12,6,0.050537,1.683010,1.773321e-01
clip_2,88,13,6,0.019866,0.526241,1.630164e-01
clip_2,88,14,6,0.027087,1.061690,2.380792e-01
clip_2,88,15,6,0.044491,1.785624,2.300106e-01
clip_2,89,12,6,0.053198,1.745557,1.774259e-01
clip_2,89,13,6,0.021215,0.553396,1.628553e-01
clip_2,89,14,6,0.028142,1.078073,2.377560e-01
clip_2,89,15,6,0.046468,1.826918,2.296573e-01
clip_2,90,12,6,0.056297,1.848701,1.773912e-01
clip_2,90,13,6,0.022873,0.599645,1.628015e-01
clip_2,90,14,6,0.028049,1.029385,2.376869e-01
clip_2,90,15,6,0.047096,1.810318,2.295742e-01
clip_2,91,12,6,0.057873,2.020279,1.774832e-01
clip_2,91,13,6,0.023075,0.645900,1.629225e-01
clip_2,91,14,6,0.026940,1.035150,2.378235e-01
clip_2,91,15,6,0.045822,1.864879,2.298256e-01
clip_2,92,12,6,0.056028,1.891194,1.774614e-01
clip_2,92,13,6,0.022446,0.602822,1.629498e-01
clip_2,92,14,6,0.027195,1.063489,2.378527e-01
clip_2,92,15,6,0.045775,1.850737,2.298564e-01
clip_2,93,12,6,0.059967,1.992353,1.775622e-01
clip_2,93,13,6,0.023684,0.633965,1.629431e-01
clip_2,93,14,6,0.030141,1.061737,2.377393e-01
clip_2,93,15,6,0.050422,1.905740,2.297670e-01
clip_2,94,12,6,0.032405,1.965606,1.776325e-01
clip_2,94,13,6,0.016539,0.594829,1.618087e-01
clip_2,94,14,6,0.016876,0.384595,2.363182e-01
clip_2,94,15,6,0.028861,0.596080,2.282208e-01
clip_2,95,12,6,0.055544,1.809673,1.774104e-01
clip_2,95,13,6,0.022717,0.583394,1.624716e-01
clip_2,95,14,6,0.026672,1.074805,2.372272e-01
clip_2,95,15,6,0.045005,1.823760,2.291138e-01
clip_2,96,12,6,0.056647,1.840282,1.773247e-01
clip_2,96,13,6,0.023336,0.593283,1.621368e-01
clip_2,96,14,6,0.026653,1.128901,2.367726e-01
clip_2,96,15,6,0.045100,1.881968,2.285399e-01
clip_2,97,12,6,0.057188,1.786295,1.774586e-01
clip_2,97,13,6,0.023431,0.576066,1.620495e-01
clip_2,97,14,6,0.028670,1.110774,2.364859e-01
clip_2,97,15,6,0.047951,1.859530,2.282716e-01
clip_2,98,12,6,0.058071,1.811357,1.775663e-01
clip_2,98,13,6,0.022673,0.560625,1.626739e-01
clip_2,98,14,6,0.031875,1.157972,2.372868e-01
clip_2,98,15,6,0.052169,1.942183,2.292664e-01
clip_2,99,12,6,0.061354,1.929723,1.776025e-01
clip_2,99,13,6,0.024338,0.608380,1.628013e-01
clip_2,99,14,6,0.031612,1.129717,2.374222e-01
clip_2,99,15,6,0.052564,1.948687,2.294759e-01
clip_2,100,12,6,0.059409,1.827326,1.776828e-01
clip_2,100,13,6,0.022477,0.546592,1.625479e-01
clip_2,100,14,6,0.034689,1.261353,2.369423e-01
clip_2,100,15,6,0.055910,2.067994,2.289418e-01
clip_2,101,12,6,0.059666,1.827541,1.776168e-01
clip_2,101,13,6,0.021776,0.529191,1.627954e-01
clip_2,101,14,6,0.036934,1.312681,2.373927e-01
clip_2,101,15,6,0.058752,2.135993,2.294424e-01
clip_2,102,12,6,0.060726,1.854178,1.775358e-01
clip_2,102,13,6,0.021869,0.530929,1.631422e-01
clip_2,102,14,6,0.038228,1.342641,2.379680e-01
clip_2,102,15,6,0.060592,2.182253,2.300641e-01
clip_2,103,12,6,0.064874,2.026952,1.772973e-01
clip_2,103,13,6,0.024689,0.612821,1.626746e-01
clip_2,103,14,6,0.035469,1.284247,2.375195e-01
clip_2,103,15,6,0.057993,2.157829,2.294484e-01
clip_2,104,12,6,0.057892,2.207279,1.772893e-01
clip_2,104,13,6,0.030358,0.757942,1.617415e-01
clip_2,104,14,6,0.022475,0.468441,2.362812e-01
clip_2,104,15,6,0.041921,0.910668,2.279773e-01
clip_2,105,12,6,0.062892,2.167705,1.768630e-01
clip_2,105,13,6,0.034445,0.823365,1.621761e-01
