clip,frame,keypoint_index,confident_count,residual_m,residual_px,dlt_conditioning
clip_2,105,14,6,0.017781,0.400550,2.373155e-01
clip_2,105,15,6,0.037163,0.883049,2.290251e-01
clip_2,106,12,6,0.067881,2.208992,1.767600e-01
clip_2,106,13,6,0.036412,0.851302,1.627163e-01
clip_2,106,14,6,0.019577,0.427658,2.381854e-01
clip_2,106,15,6,0.040408,0.977154,2.299887e-01
clip_2,107,12,6,0.068555,2.364304,1.770700e-01
clip_2,107,13,6,0.035827,0.851622,1.627685e-01
clip_2,107,14,6,0.024595,0.530829,2.378310e-01
clip_2,107,15,6,0.046976,1.080289,2.296580e-01
clip_2,108,12,6,0.065550,2.434437,1.772794e-01
clip_2,108,13,6,0.035209,0.866786,1.622625e-01
clip_2,108,14,6,0.022749,0.529540,2.368075e-01
clip_2,108,15,6,0.044137,1.014887,2.285806e-01
clip_2,109,12,6,0.074872,2.463375,1.768914e-01
clip_2,109,13,6,0.041724,0.977119,1.630955e-01
clip_2,109,14,6,0.017915,0.460686,2.384072e-01
clip_2,109,15,6,0.040136,1.027804,2.302793e-01
clip_2,110,12,6,0.076309,2.553532,1.768273e-01
clip_2,110,13,6,0.041979,0.986313,1.627845e-01
clip_2,110,14,6,0.020376,0.481760,2.379341e-01
clip_2,110,15,6,0.043600,1.061729,2.296320e-01
clip_2,111,12,6,0.077925,2.519995,1.770718e-01
clip_2,111,13,6,0.041195,0.953589,1.632742e-01
clip_2,111,14,6,0.024491,0.563942,2.384571e-01
clip_2,111,15,6,0.048972,1.201801,2.303457e-01
clip_2,112,12,6,0.077393,2.530930,1.771675e-01
clip_2,112,13,6,0.040062,0.928865,1.629109e-01
clip_2,112,14,6,0.027306,0.632478,2.377809e-01
clip_2,112,15,6,0.052375,1.276928,2.295718e-01
clip_2,113,12,6,0.077185,2.543503,1.769937e-01
clip_2,113,13,6,0.041025,0.955529,1.627473e-01
clip_2,113,14,6,0.024594,0.622907,2.376798e-01
clip_2,113,15,6,0.048968,1.238963,2.293909e-01
clip_2,114,12,6,0.073991,2.583886,1.769304e-01
clip_2,114,13,6,0.040536,0.968887,1.623016e-01
clip_2,114,14,6,0.022108,0.603220,2.370043e-01
clip_2,114,15,6,0.045193,1.139136,2.285828e-01
clip_2,115,11,7,0.068079,6.929024,2.134339e-01
clip_2,115,12,7,0.033455,1.985179,1.195555e-01
clip_2,115,13,7,0.048570,1.277909,1.360633e-01
clip_2,115,14,7,0.024258,1.004045,1.419812e-01
clip_2,115,15,7,0.053454,0.976489,1.406352e-01
clip_2,116,11,7,0.075830,7.431950,2.140201e-01
clip_2,116,12,7,0.038669,2.138521,1.199580e-01
clip_2,116,13,7,0.053027,1.330002,1.366254e-01
clip_2,116,14,7,0.024327,1.036657,1.426038e-01
clip_2,116,15,7,0.054823,1.008230,1.412683e-01
clip_2,117,11,7,0.077456,7.441000,2.136691e-01
clip_2,117,12,7,0.039506,2.080163,1.198148e-01
clip_2,117,13,7,0.052567,1.357657,1.364481e-01
clip_2,117,14,7,0.027974,1.134839,1.423867e-01
clip_2,117,15,7,0.058979,1.079504,1.410367e-01
clip_2,118,11,7,0.077934,7.500592,2.135715e-01
clip_2,118,12,7,0.040177,2.104440,1.205302e-01
clip_2,118,13,7,0.055561,1.411130,1.372804e-01
clip_2,118,14,7,0.025175,1.058980,1.434625e-01
clip_2,118,15,7,0.056974,1.028611,1.420722e-01
clip_2,119,11,7,0.078348,7.550768,2.133048e-01
clip_2,119,12,7,0.040144,2.107141,1.205858e-01
clip_2,119,13,7,0.055932,1.431238,1.373139e-01
clip_2,119,14,7,0.026322,1.034452,1.435381e-01
clip_2,119,15,7,0.059330,1.051180,1.421135e-01
clip_2,120,11,7,0.079662,7.592296,2.132141e-01
clip_2,120,12,7,0.040873,2.072798,1.205377e-01
clip_2,120,13,7,0.056730,1.481062,1.372637e-01
clip_2,120,14,7,0.026679,1.004287,1.434737e-01
clip_2,120,15,7,0.060362,1.046560,1.420273e-01
clip_2,121,11,7,0.077222,7.348752,2.128935e-01
clip_2,121,12,7,0.039650,1.951969,1.203767e-01
clip_2,121,13,7,0.055600,1.510972,1.370711e-01
clip_2,121,14,7,0.026326,1.088011,1.432325e-01
clip_2,121,15,7,0.058185,1.015169,1.418043e-01
clip_2,122,11,7,0.079464,7.421566,2.128305e-01
clip_2,122,12,7,0.041318,1.966735,1.202954e-01
clip_2,122,13,7,0.055840,1.497335,1.369866e-01
clip_2,122,14,7,0.027727,1.113390,1.431142e-01
clip_2,122,15,7,0.059934,1.049487,1.416855e-01
clip_2,123,11,7,0.078239,7.381245,2.130431e-01
clip_2,123,12,7,0.039222,1.970767,1.199411e-01
clip_2,123,13,7,0.050896,1.414369,1.365678e-01
clip_2,123,14,7,0.034891,1.185530,1.425753e-01
clip_2,123,15,7,0.067938,1.189788,1.411407e-01
clip_2,124,11,7,0.079443,7.461729,2.132550e-01
clip_2,124,12,7,0.040167,1.976612,1.199510e-01
clip_2,124,13,7,0.052568,1.451733,1.366045e-01
clip_2,124,14,7,0.033337,1.098109,1.426031e-01
clip_2,124,15,7,0.067081,1.155803,1.411603e-01
clip_2,125,11,7,0.082977,7.659743,2.133728e-01
clip_2,125,12,7,0.042488,2.048445,1.197600e-01
clip_2,125,13,7,0.053516,1.423908,1.363967e-01
clip_2,125,14,7,0.035185,1.104556,1.423115e-01
clip_2,125,15,7,0.069973,1.205679,1.408734e-01
clip_2,126,11,7,0.078661,7.381000,2.131463e-01
clip_2,126,12,7,0.040090,1.939990,1.197491e-01
clip_2,126,13,7,0.052167,1.430605,1.363426e-01
clip_2,126,14,7,0.034946,1.031629,1.422886e-01
clip_2,126,15,7,0.069705,1.189712,1.408212e-01
clip_2,127,11,7,0.083247,7.759662,2.136445e-01
clip_2,127,12,7,0.042548,2.086147,1.199129e-01
clip_2,127,13,7,0.054218,1.434955,1.365604e-01
clip_2,127,14,7,0.036967,1.072350,1.425241e-01
clip_2,127,15,7,0.073393,1.260253,1.410639e-01
clip_2,128,11,7,0.079117,3.751177,2.061908e-01
clip_2,128,12,7,0.017839,0.705683,1.200515e-01
clip_2,128,13,7,0.035408,1.965429,1.357467e-01
clip_2,128,14,7,0.009007,0.629945,1.425110e-01
clip_2,128,15,7,0.028180,0.487335,1.408486e-01
clip_2,129,11,7,0.074326,7.112779,2.127868e-01
clip_2,129,12,7,0.037553,1.829166,1.200494e-01
clip_2,129,13,7,0.050772,1.458854,1.366568e-01
clip_2,129,14,7,0.036417,1.061140,1.427295e-01
clip_2,129,15,7,0.071209,1.218220,1.412298e-01
clip_2,130,11,7,0.069042,6.592074,2.129186e-01
clip_2,130,12,7,0.036226,1.643141,1.205103e-01
clip_2,130,13,7,0.051135,1.465393,1.372535e-01
clip_2,130,14,7,0.029560,0.942859,1.434620e-01
clip_2,130,15,7,0.062099,1.065812,1.419759e-01
clip_2,131,11,7,0.069229,6.718131,2.127422e-01
clip_2,131,12,7,0.035853,1.704237,1.209124e-01
clip_2,131,13,7,0.051508,1.454754,1.376666e-01
clip_2,131,14,7,0.032063,0.919755,1.440475e-01
clip_2,131,15,7,0.066505,1.141500,1.425063e-01
clip_2,132,11,7,0.066573,6.586028,2.129012e-01
clip_2,132,12,7,0.034079,1.656457,1.207114e-01
clip_2,132,13,7,0.051473,1.473231,1.374050e-01
clip_2,132,14,7,0.030311,0.844799,1.437230e-01
clip_2,132,15,7,0.064796,1.111447,1.421878e-01
clip_2,133,11,7,0.073464,7.159256,2.134531e-01
clip_2,133,12,7,0.038147,1.908993,1.213260e-01
clip_2,133,13,7,0.054760,1.454866,1.381600e-01
clip_2,133,14,7,0.031972,0.963970,1.446367e-01
clip_2,133,15,7,0.068039,1.189956,1.431187e-01
clip_2,134,11,7,0.072979,7.164776,2.128541e-01
clip_2,134,12,7,0.037900,1.910003,1.213275e-01
clip_2,134,13,7,0.055574,1.470455,1.380765e-01
clip_2,134,14,7,0.033594,1.045512,1.445950e-01
clip_2,134,15,7,0.070503,1.249118,1.430638e-01
clip_2,135,11,7,0.072876,7.336482,2.118443e-01
clip_2,135,12,7,0.035820,1.965269,1.208877e-01
clip_2,135,13,7,0.055868,1.540002,1.374002e-01
clip_2,135,14,7,0.035447,1.155902,1.438607e-01
clip_2,135,15,7,0.073315,1.302029,1.423131e-01
clip_2,136,11,7,0.074799,7.504403,2.121039e-01
clip_2,136,12,7,0.036671,2.026367,1.207115e-01
clip_2,136,13,7,0.056777,1.560681,1.372151e-01
clip_2,136,14,7,0.034457,1.163310,1.435918e-01
clip_2,136,15,7,0.072178,1.276543,1.420674e-01
clip_2,137,11,7,0.072420,7.303711,2.118299e-01
clip_2,137,12,7,0.035350,1.943468,1.205667e-01
clip_2,137,13,7,0.056402,1.578237,1.370223e-01
clip_2,137,14,7,0.032471,1.158007,1.433667e-01
clip_2,137,15,7,0.069074,1.222504,1.418511e-01
clip_2,138,11,7,0.077832,7.716849,2.124157e-01
clip_2,138,12,7,0.039319,2.108896,1.209371e-01
clip_2,138,13,7,0.059369,1.569176,1.375213e-01
clip_2,138,14,7,0.032059,1.139452,1.439438e-01
clip_2,138,15,7,0.069816,1.243137,1.424325e-01
clip_2,139,11,7,0.083301,8.056761,2.127632e-01
clip_2,139,12,7,0.043989,2.275012,1.210611e-01
clip_2,139,13,7,0.061931,1.511292,1.377161e-01
clip_2,139,14,7,0.033045,1.151983,1.441309e-01
clip_2,139,15,7,0.072061,1.324273,1.426380e-01
clip_2,140,11,7,0.090587,8.544825,2.128007e-01
clip_2,140,12,7,0.049151,2.462953,1.214500e-01
clip_2,140,13,7,0.067480,1.565239,1.381597e-01
clip_2,140,14,7,0.033042,1.131848,1.446990e-01
clip_2,140,15,7,0.074693,1.379742,1.431843e-01
clip_2,141,11,7,0.090430,8.648422,2.129379e-01
clip_2,141,12,7,0.047916,2.550423,1.214399e-01
clip_2,141,13,7,0.066982,1.546061,1.381200e-01
clip_2,141,14,7,0.031476,1.063712,1.446711e-01
clip_2,141,15,7,0.073018,1.323016,1.431482e-01
clip_2,142,11,7,0.092659,8.915539,2.133478e-01
clip_2,142,12,7,0.049307,2.699646,1.219160e-01
clip_2,142,13,7,0.070551,1.598333,1.386826e-01
clip_2,142,14,7,0.027129,0.961060,1.453862e-01
clip_2,142,15,7,0.069337,1.256146,1.438608e-01
clip_2,143,11,7,0.090438,8.776619,2.135008e-01
clip_2,143,12,7,0.048727,2.702770,1.219677e-01
clip_2,143,13,7,0.070611,1.574268,1.387327e-01
clip_2,143,14,7,0.025787,0.837265,1.454534e-01
clip_2,143,15,7,0.068489,1.241607,1.439208e-01
clip_2,144,11,7,0.089393,8.606926,2.132961e-01
clip_2,144,12,7,0.048638,2.622422,1.217233e-01
clip_2,144,13,7,0.068712,1.534886,1.384535e-01
clip_2,144,14,7,0.026499,0.817934,1.450994e-01
clip_2,144,15,7,0.068324,1.232948,1.435604e-01
clip_2,145,11,7,0.085842,8.293840,2.135977e-01
clip_2,145,12,7,0.046272,2.537602,1.219625e-01
clip_2,145,13,7,0.063906,1.442810,1.387728e-01
clip_2,145,14,7,0.027445,0.849342,1.454908e-01
clip_2,145,15,7,0.067015,1.228694,1.439559e-01
clip_2,146,11,7,0.078404,7.795772,2.129806e-01
clip_2,146,12,7,0.042298,2.378418,1.217908e-01
clip_2,146,13,7,0.062079,1.409561,1.385054e-01
clip_2,146,14,7,0.023285,0.803363,1.452121e-01
clip_2,146,15,7,0.060814,1.133338,1.436859e-01
clip_2,147,11,7,0.083604,8.070100,2.136443e-01
clip_2,147,12,7,0.044373,2.454187,1.212737e-01
clip_2,147,13,7,0.058882,1.348306,1.380151e-01
clip_2,147,14,7,0.027969,0.878391,1.444826e-01
clip_2,147,15,7,0.064778,1.186687,1.429871e-01
clip_2,148,11,7,0.087438,8.266292,2.138043e-01
clip_2,148,12,7,0.046009,2.488361,1.208205e-01
clip_2,148,13,7,0.057111,1.319084,1.375436e-01
clip_2,148,14,7,0.031901,0.988373,1.438254e-01
clip_2,148,15,7,0.068353,1.259662,1.423559e-01
clip_2,149,11,7,0.087943,8.344116,2.140774e-01
clip_2,149,12,7,0.045885,2.528058,1.201861e-01
clip_2,149,13,7,0.055214,1.274209,1.368274e-01
clip_2,149,14,7,0.034472,1.044960,1.428716e-01
clip_2,149,15,7,0.070717,1.318357,1.414447e-01
clip_2,150,11,7,0.071824,7.311955,2.141134e-01
clip_2,150,12,7,0.034959,2.227792,1.204439e-01
clip_2,150,13,7,0.046668,1.162362,1.370904e-01
clip_2,150,14,7,0.028252,0.852798,1.432876e-01
clip_2,150,15,7,0.059950,1.076225,1.418363e-01
clip_2,151,11,7,0.076587,7.605032,2.145983e-01
clip_2,151,12,7,0.038635,2.328831,1.210240e-01
clip_2,151,13,7,0.050705,1.218990,1.378638e-01
clip_2,151,14,7,0.023802,0.791450,1.442027e-01
clip_2,151,15,7,0.055406,1.002241,1.427640e-01
clip_2,152,11,7,0.061345,6.372133,2.134185e-01
clip_2,152,12,7,0.030062,1.865100,1.210981e-01
clip_2,152,13,7,0.044708,1.178562,1.378778e-01
clip_2,152,14,7,0.017220,0.730183,1.443396e-01
clip_2,152,15,7,0.043448,0.783992,1.428858e-01
clip_2,153,11,7,0.053051,5.657559,2.132297e-01
clip_2,153,12,7,0.025627,1.629085,1.212536e-01
clip_2,153,13,7,0.041452,1.135816,1.380693e-01
clip_2,153,14,7,0.012251,0.660222,1.446028e-01
clip_2,153,15,7,0.034489,0.626723,1.431623e-01
clip_2,154,11,7,0.065653,6.743601,2.127267e-01
clip_2,154,12,7,0.032145,1.950886,1.207809e-01
clip_2,154,13,7,0.044120,1.187407,1.374681e-01
clip_2,154,14,7,0.021659,0.745093,1.438826e-01
clip_2,154,15,7,0.049468,0.894533,1.423767e-01
clip_2,155,11,7,0.066767,6.722771,2.128972e-01
clip_2,155,12,7,0.032529,1.966418,1.203222e-01
clip_2,155,13,7,0.040228,1.083889,1.369950e-01
clip_2,155,14,7,0.025128,0.930349,1.432083e-01
clip_2,155,15,7,0.050700,0.939918,1.417627e-01
clip_2,156,11,7,0.067927,6.961458,2.134686e-01
clip_2,156,12,7,0.033939,2.157577,1.213343e-01
clip_2,156,13,7,0.044179,1.091279,1.381938e-01
clip_2,156,14,7,0.020630,0.783107,1.447276e-01
clip_2,156,15,7,0.047573,0.890814,1.432593e-01
clip_2,157,11,7,0.054700,5.905692,2.132633e-01
clip_2,157,12,7,0.025631,1.791378,1.206106e-01
clip_2,157,13,7,0.034856,0.972036,1.372988e-01
clip_2,157,14,7,0.022210,0.849342,1.436216e-01
clip_2,157,15,7,0.045278,0.864217,1.421913e-01
clip_2,158,11,7,0.055179,5.928765,2.133364e-01
clip_2,158,12,7,0.027101,1.892327,1.216500e-01
clip_2,158,13,7,0.037041,0.937243,1.385131e-01
clip_2,158,14,7,0.018199,0.883535,1.451951e-01
clip_2,158,15,7,0.039844,0.841619,1.437685e-01
clip_2,159,11,7,0.046278,5.075908,2.142878e-01
clip_2,159,12,7,0.022205,1.673930,1.220821e-01
clip_2,159,13,7,0.030052,0.778334,1.391309e-01
clip_2,159,14,7,0.015886,0.892218,1.459055e-01
clip_2,159,15,7,0.032387,0.763348,1.445358e-01
clip_2,160,11,7,0.048043,5.230950,2.149730e-01
clip_2,160,12,7,0.023282,1.809124,1.222700e-01
clip_2,160,13,7,0.028663,0.708128,1.393831e-01
clip_2,160,14,7,0.018357,0.905357,1.461905e-01
clip_2,160,15,7,0.035939,0.867291,1.448334e-01
clip_2,161,11,7,0.047256,5.194112,2.147794e-01
clip_2,161,12,7,0.022265,1.823548,1.218627e-01
clip_2,161,13,7,0.025405,0.646501,1.388586e-01
clip_2,161,14,7,0.021201,1.046668,1.455557e-01
clip_2,161,15,7,0.037694,0.953256,1.442194e-01
clip_2,162,11,7,0.047603,5.255371,2.146007e-01
clip_2,162,12,7,0.022219,1.897443,1.214901e-01
clip_2,162,13,7,0.022877,0.582514,1.384041e-01
clip_2,162,14,7,0.022286,1.100665,1.450014e-01
clip_2,162,15,7,0.037695,0.976506,1.436800e-01
clip_2,163,11,7,0.050850,5.416526,2.145533e-01
clip_2,163,12,7,0.023791,1.945090,1.214102e-01
clip_2,163,13,7,0.022335,0.557764,1.383447e-01
clip_2,163,14,7,0.022690,1.151915,1.449223e-01
clip_2,163,15,7,0.037034,0.992702,1.436155e-01
clip_2,164,10,8,0.039849,4.621664,1.331585e-01
clip_2,164,11,8,0.024379,1.015524,1.172839e-01
clip_2,164,12,8,0.041887,4.081400,1.007092e-01
clip_2,164,13,8,0.017355,1.087908,1.097243e-01
clip_2,164,14,8,0.031344,2.440407,1.110911e-01
clip_2,164,15,8,0.021089,0.404855,1.104977e-01
clip_2,165,10,8,0.037087,4.406660,1.326695e-01
clip_2,165,11,8,0.022742,1.013959,1.168479e-01
clip_2,165,12,8,0.042101,4.024247,1.003193e-01
clip_2,165,13,8,0.015689,1.244070,1.092632e-01
clip_2,165,14,8,0.030172,2.365422,1.106261e-01
clip_2,165,15,8,0.018856,0.385814,1.100083e-01
clip_2,166,10,8,0.033409,4.067533,1.328162e-01
clip_2,166,11,8,0.016915,0.848803,1.170634e-01
clip_2,166,12,8,0.039810,3.906802,1.004171e-01
clip_2,166,13,8,0.015439,1.289538,1.094349e-01
clip_2,166,14,8,0.030399,2.394417,1.108236e-01
clip_2,166,15,8,0.019112,0.390609,1.101857e-01
clip_2,167,10,8,0.031908,3.909123,1.330680e-01
clip_2,167,11,8,0.010442,0.672040,1.172600e-01
clip_2,167,12,8,0.039577,3.909233,1.005502e-01
clip_2,167,13,8,0.015783,1.402668,1.096073e-01
clip_2,167,14,8,0.030501,2.353347,1.110319e-01
clip_2,167,15,8,0.021188,0.506640,1.103710e-01
clip_2,168,10,8,0.030539,3.678509,1.325885e-01
clip_2,168,11,8,0.008030,0.688081,1.168181e-01
clip_2,168,12,8,0.038928,3.731249,1.001462e-01
clip_2,168,13,8,0.020104,1.753066,1.091375e-01
clip_2,168,14,8,0.030642,2.273237,1.105596e-01
clip_2,168,15,8,0.023613,0.750196,1.098550e-01
clip_2,169,10,8,0.030839,3.369917,1.334298e-01
clip_2,169,11,8,0.006554,0.768908,1.176887e-01
clip_2,169,12,8,0.038169,3.577150,1.007874e-01
clip_2,169,13,8,0.025105,1.994112,1.099308e-01
clip_2,169,14,8,0.034387,2.206232,1.114552e-01
clip_2,169,15,8,0.031585,0.957311,1.106648e-01
clip_2,170,10,8,0.030938,3.118313,1.338251e-01
clip_2,170,11,8,0.007907,0.794553,1.180649e-01
clip_2,170,12,8,0.039275,3.387964,1.010653e-01
clip_2,170,13,8,0.034089,2.297953,1.102793e-01
clip_2,170,14,8,0.040277,2.374532,1.118459e-01
clip_2,170,15,8,0.034448,0.974836,1.110431e-01
clip_2,171,11,7,0.047638,5.366287,2.131964e-01
clip_2,171,12,7,0.020500,2.144758,1.191926e-01
clip_2,171,13,7,0.010482,0.885052,1.353656e-01
clip_2,171,14,7,0.020263,1.655350,1.415720e-01
clip_2,171,15,7,0.008719,0.267612,1.403612e-01
clip_2,172,11,7,0.049262,5.264558,2.131799e-01
clip_2,172,12,7,0.019193,2.001939,1.195604e-01
clip_2,172,13,7,0.009416,0.822229,1.358439e-01
clip_2,172,14,7,0.021089,1.648344,1.421635e-01
clip_2,172,15,7,0.014159,0.393668,1.409193e-01
clip_2,173,11,7,0.045458,4.974952,2.130664e-01
clip_2,173,12,7,0.017864,1.895734,1.192206e-01
clip_2,173,13,7,0.011762,1.051938,1.354309e-01
clip_2,173,14,7,0.022258,1.624263,1.416762e-01
clip_2,173,15,7,0.015957,0.334128,1.404019e-01
clip_3,0,12,6,0.094104,5.729111,1.749367e-01
clip_3,0,13,6,0.062578,2.147689,1.483293e-01
clip_3,0,14,6,0.020759,1.490052,2.153657e-01
clip_3,0,15,6,0.030909,1.094565,2.042769e-01
clip_3,1,12,6,0.088379,5.595198,1.749264e-01
clip_3,1,13,6,0.058719,2.087231,1.483900e-01
clip_3,1,14,6,0.020587,1.475800,2.155308e-01
clip_3,1,15,6,0.028897,1.037508,2.044654e-01
clip_3,2,12,6,0.088412,5.462393,1.750820e-01
clip_3,2,13,6,0.058523,2.040121,1.488150e-01
clip_3,2,14,6,0.020621,1.465253,2.162094e-01
clip_3,2,15,6,0.030125,1.072877,2.051945e-01
clip_3,3,12,6,0.089401,5.352554,1.753856e-01
clip_3,3,13,6,0.058873,2.009311,1.496081e-01
clip_3,3,14,6,0.021813,1.528770,2.174109e-01
clip_3,3,15,6,0.032260,1.178364,2.065004e-01
clip_3,4,12,6,0.093881,5.245783,1.753840e-01
clip_3,4,13,6,0.062132,1.993898,1.495858e-01
clip_3,4,14,6,0.021124,1.485677,2.174056e-01
clip_3,4,15,6,0.032871,1.210741,2.064965e-01
clip_3,5,12,6,0.093185,5.260218,1.753192e-01
clip_3,5,13,6,0.062011,2.007001,1.496227e-01
clip_3,5,14,6,0.021337,1.512729,2.175441e-01
clip_3,5,15,6,0.031674,1.209929,2.066290e-01
clip_3,6,12,6,0.093638,5.153258,1.752676e-01
clip_3,6,13,6,0.062138,1.973105,1.496613e-01
clip_3,6,14,6,0.021191,1.496589,2.176384e-01
clip_3,6,15,6,0.032427,1.233717,2.067131e-01
clip_3,7,12,6,0.093897,5.184669,1.753186e-01
clip_3,7,13,6,0.061371,1.961295,1.497809e-01
clip_3,7,14,6,0.021502,1.478886,2.177800e-01
clip_3,7,15,6,0.035492,1.254504,2.068490e-01
clip_3,8,12,6,0.091940,5.250666,1.753967e-01
clip_3,8,13,6,0.059615,1.965147,1.499713e-01
clip_3,8,14,6,0.022143,1.496566,2.180945e-01
clip_3,8,15,6,0.036452,1.250477,2.071866e-01
clip_3,9,12,6,0.096285,5.247562,1.752975e-01
clip_3,9,13,6,0.062200,1.975194,1.495993e-01
clip_3,9,14,6,0.022361,1.495764,2.174134e-01
clip_3,9,15,6,0.038704,1.315620,2.064315e-01
clip_3,10,12,6,0.096733,5.187566,1.751962e-01
clip_3,10,13,6,0.062116,1.944246,1.495094e-01
clip_3,10,14,6,0.021789,1.421203,2.173318e-01
clip_3,10,15,6,0.039742,1.286985,2.063149e-01
clip_3,11,12,6,0.094832,4.995738,1.752512e-01
clip_3,11,13,6,0.060968,1.885964,1.496029e-01
clip_3,11,14,6,0.021625,1.425372,2.175035e-01
clip_3,11,15,6,0.038882,1.307807,2.065057e-01
clip_3,12,12,6,0.092030,5.030650,1.753569e-01
clip_3,12,13,6,0.058956,1.880899,1.496605e-01
clip_3,12,14,6,0.021907,1.429514,2.175264e-01
clip_3,12,15,6,0.038777,1.280914,2.065602e-01
clip_3,13,12,6,0.089572,5.124913,1.753372e-01
clip_3,13,13,6,0.057412,1.902215,1.495014e-01
clip_3,13,14,6,0.022094,1.447869,2.172723e-01
clip_3,13,15,6,0.037796,1.240640,2.062958e-01
clip_3,14,12,6,0.091235,4.981621,1.755031e-01
clip_3,14,13,6,0.058846,1.869186,1.495065e-01
clip_3,14,14,6,0.021306,1.419445,2.171921e-01
clip_3,14,15,6,0.037129,1.255179,2.062683e-01
clip_3,15,12,6,0.093746,5.165694,1.754908e-01
clip_3,15,13,6,0.060536,1.935416,1.492763e-01
clip_3,15,14,6,0.021774,1.456369,2.167309e-01
clip_3,15,15,6,0.037797,1.272290,2.057856e-01
clip_3,16,12,6,0.098822,5.359158,1.754800e-01
clip_3,16,13,6,0.063429,2.003722,1.490123e-01
clip_3,16,14,6,0.022709,1.490719,2.162030e-01
clip_3,16,15,6,0.040789,1.336471,2.052180e-01
clip_3,17,12,6,0.097651,5.297314,1.756073e-01
clip_3,17,13,6,0.061931,1.965802,1.490482e-01
clip_3,17,14,6,0.023637,1.494048,2.161763e-01
clip_3,17,15,6,0.042964,1.371701,2.052114e-01
clip_3,18,12,6,0.102867,5.337886,1.753984e-01
clip_3,18,13,6,0.065759,2.007763,1.488410e-01
clip_3,18,14,6,0.022829,1.482361,2.159106e-01
clip_3,18,15,6,0.042749,1.395923,2.048812e-01
clip_3,19,12,6,0.101758,5.295875,1.754534e-01
clip_3,19,13,6,0.064979,1.992013,1.488593e-01
clip_3,19,14,6,0.022937,1.491210,2.159156e-01
clip_3,19,15,6,0.042659,1.405776,2.048965e-01
clip_3,20,12,6,0.097278,5.390173,1.753910e-01
clip_3,20,13,6,0.062609,2.015641,1.490701e-01
clip_3,20,14,6,0.022592,1.505070,2.163207e-01
clip_3,20,15,6,0.039739,1.321376,2.053113e-01
clip_3,21,12,6,0.095107,5.362629,1.754293e-01
clip_3,21,13,6,0.060829,1.991947,1.489396e-01
clip_3,21,14,6,0.023068,1.509535,2.160556e-01
clip_3,21,15,6,0.040340,1.319732,2.050454e-01
clip_3,22,12,6,0.095437,5.513122,1.752756e-01
clip_3,22,13,6,0.060488,2.023373,1.485552e-01
clip_3,22,14,6,0.023586,1.490399,2.153938e-01
clip_3,22,15,6,0.042088,1.294983,2.043133e-01
clip_3,23,12,6,0.099673,5.709229,1.751669e-01
clip_3,23,13,6,0.062951,2.079277,1.482833e-01
clip_3,23,14,6,0.023385,1.424090,2.148955e-01
clip_3,23,15,6,0.044086,1.256130,2.037754e-01
clip_3,24,12,6,0.095270,5.450681,1.754068e-01
clip_3,24,13,6,0.060254,1.999632,1.489402e-01
clip_3,24,14,6,0.023716,1.482567,2.159553e-01
clip_3,24,15,6,0.042497,1.302600,2.049339e-01
clip_3,25,12,6,0.090596,5.381000,1.756999e-01
clip_3,25,13,6,0.055921,1.936394,1.495370e-01
clip_3,25,14,6,0.025442,1.474074,2.168271e-01
clip_3,25,15,6,0.045229,1.311987,2.058951e-01
clip_3,26,12,6,0.093009,5.409873,1.757004e-01
clip_3,26,13,6,0.057472,1.955475,1.497503e-01
clip_3,26,14,6,0.025946,1.506434,2.171817e-01
clip_3,26,15,6,0.046321,1.363398,2.062628e-01
clip_3,27,11,7,0.029974,3.090372,2.003671e-01
clip_3,27,12,7,0.030374,0.946460,1.170050e-01
clip_3,27,13,7,0.055138,2.176009,1.324383e-01
clip_3,27,14,7,0.026604,1.636458,1.380853e-01
clip_3,27,15,7,0.047895,1.133309,1.365816e-01
clip_3,28,11,7,0.031594,3.238356,1.998343e-01
clip_3,28,12,7,0.033779,1.026813,1.168238e-01
clip_3,28,13,7,0.060305,2.181818,1.321737e-01
clip_3,28,14,7,0.024193,1.528444,1.377752e-01
clip_3,28,15,7,0.047559,1.105432,1.362573e-01
clip_3,29,11,7,0.031216,3.225139,1.995787e-01
clip_3,29,12,7,0.033157,1.017751,1.167618e-01
clip_3,29,13,7,0.061968,2.235428,1.320726e-01
clip_3,29,14,7,0.023331,1.544594,1.376621e-01
clip_3,29,15,7,0.045292,1.079630,1.361538e-01
clip_3,30,11,7,0.033865,3.487396,1.997733e-01
clip_3,30,12,7,0.032704,0.937401,1.168953e-01
clip_3,30,13,7,0.062091,2.226712,1.322384e-01
clip_3,30,14,7,0.023993,1.535474,1.378702e-01
clip_3,30,15,7,0.047671,1.083136,1.363477e-01
clip_3,31,11,7,0.038258,3.782182,2.002896e-01
clip_3,31,12,7,0.038680,1.035509,1.170884e-01
clip_3,31,13,7,0.065506,2.038329,1.324970e-01
clip_3,31,14,7,0.022605,1.338924,1.381539e-01
clip_3,31,15,7,0.051521,1.124609,1.366050e-01
clip_3,32,11,7,0.032641,3.318567,2.004111e-01
clip_3,32,12,7,0.033199,0.948324,1.169294e-01
clip_3,32,13,7,0.059045,2.042665,1.323318e-01
clip_3,32,14,7,0.022512,1.397047,1.379524e-01
clip_3,32,15,7,0.046363,1.039099,1.364304e-01
clip_3,33,11,7,0.025918,2.126295,2.002034e-01
clip_3,33,12,7,0.023221,1.009137,1.173834e-01
clip_3,33,13,7,0.053587,2.139107,1.328107e-01
