window,clip,variant,spec_variant,frame,raw_present,accepted_by_P,accepted_by_variant,classification
W4,clip_3,A70,True,165,True,False,False,SAME
W4,clip_3,A70,True,166,False,False,False,SAME
W4,clip_3,A70,True,167,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,168,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,169,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,170,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,171,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,172,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,173,True,False,False,SAME
W4,clip_3,A70,True,174,True,False,False,SAME
W4,clip_3,A70,True,175,True,False,False,SAME
W4,clip_3,A70,True,176,True,True,False,NEW-REJECT
W4,clip_3,A70,True,177,True,True,True,SAME
W4,clip_3,A70,True,178,True,False,False,SAME
W4,clip_3,A70,True,179,True,False,False,SAME
W4,clip_3,A70,True,180,True,False,False,SAME
W4,clip_3,A70,True,181,True,False,False,SAME
W4,clip_3,A70,True,182,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,183,True,False,True,NEW-ACCEPT
W4,clip_3,A70,True,184,True,False,False,SAME
W4,clip_3,A70,True,185,True,False,False,SAME
W4,clip_3,A70,True,186,True,False,False,SAME
W4,clip_3,A70,True,187,True,False,False,SAME
W4,clip_3,A70,True,188,True,True,False,NEW-REJECT
W4,clip_3,A90,True,163,True,True,True,SAME
W4,clip_3,A90,True,164,True,True,True,SAME
W4,clip_3,A90,True,165,True,False,False,SAME
W4,clip_3,A90,True,166,False,False,False,SAME
W4,clip_3,A90,True,167,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,168,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,169,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,170,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,171,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,172,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,173,True,False,False,SAME
W4,clip_3,A90,True,174,True,False,False,SAME
W4,clip_3,A90,True,175,True,False,False,SAME
W4,clip_3,A90,True,176,True,True,True,SAME
W4,clip_3,A90,True,177,True,True,True,SAME
W4,clip_3,A90,True,178,True,False,False,SAME
W4,clip_3,A90,True,179,True,False,False,SAME
W4,clip_3,A90,True,180,True,False,False,SAME
W4,clip_3,A90,True,181,True,False,False,SAME
W4,clip_3,A90,True,182,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,183,True,False,True,NEW-ACCEPT
W4,clip_3,A90,True,184,True,False,False,SAME
W4,clip_3,A90,True,185,True,False,False,SAME
W4,clip_3,A90,True,186,True,False,False,SAME
W4,clip_3,A90,True,187,True,False,False,SAME
W4,clip_3,A90,True,188,True,True,False,NEW-REJECT
W4,clip_3,"B(100,500)",True,163,True,True,True,SAME
W4,clip_3,"B(100,500)",True,164,True,True,True,SAME
W4,clip_3,"B(100,500)",True,165,True,False,False,SAME
W4,clip_3,"B(100,500)",True,166,False,False,False,SAME
W4,clip_3,"B(100,500)",True,167,True,False,False,SAME
W4,clip_3,"B(100,500)",True,168,True,False,False,SAME
W4,clip_3,"B(100,500)",True,169,True,False,False,SAME
W4,clip_3,"B(100,500)",True,170,True,False,False,SAME
W4,clip_3,"B(100,500)",True,171,True,False,False,SAME
W4,clip_3,"B(100,500)",True,172,True,False,False,SAME
W4,clip_3,"B(100,500)",True,173,True,False,False,SAME
W4,clip_3,"B(100,500)",True,174,True,False,False,SAME
W4,clip_3,"B(100,500)",True,175,True,False,False,SAME
W4,clip_3,"B(100,500)",True,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,500)",True,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,500)",True,178,True,False,False,SAME
W4,clip_3,"B(100,500)",True,179,True,False,False,SAME
W4,clip_3,"B(100,500)",True,180,True,False,False,SAME
W4,clip_3,"B(100,500)",True,181,True,False,False,SAME
W4,clip_3,"B(100,500)",True,182,True,False,False,SAME
W4,clip_3,"B(100,500)",True,183,True,False,False,SAME
W4,clip_3,"B(100,500)",True,184,True,False,False,SAME
W4,clip_3,"B(100,500)",True,185,True,False,False,SAME
W4,clip_3,"B(100,500)",True,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,500)",True,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,500)",True,188,True,True,True,SAME
W4,clip_3,"B(100,250)",True,163,True,True,False,NEW-REJECT
W4,clip_3,"B(100,250)",True,164,True,True,False,NEW-REJECT
W4,clip_3,"B(100,250)",True,165,True,False,False,SAME
W4,clip_3,"B(100,250)",True,166,False,False,False,SAME
W4,clip_3,"B(100,250)",True,167,True,False,False,SAME
W4,clip_3,"B(100,250)",True,168,True,False,False,SAME
W4,clip_3,"B(100,250)",True,169,True,False,False,SAME
W4,clip_3,"B(100,250)",True,170,True,False,False,SAME
W4,clip_3,"B(100,250)",True,171,True,False,False,SAME
W4,clip_3,"B(100,250)",True,172,True,False,False,SAME
W4,clip_3,"B(100,250)",True,173,True,False,False,SAME
W4,clip_3,"B(100,250)",True,174,True,False,False,SAME
W4,clip_3,"B(100,250)",True,175,True,False,False,SAME
W4,clip_3,"B(100,250)",True,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,250)",True,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,250)",True,178,True,False,False,SAME
W4,clip_3,"B(100,250)",True,179,True,False,False,SAME
W4,clip_3,"B(100,250)",True,180,True,False,False,SAME
W4,clip_3,"B(100,250)",True,181,True,False,False,SAME
W4,clip_3,"B(100,250)",True,182,True,False,False,SAME
W4,clip_3,"B(100,250)",True,183,True,False,False,SAME
W4,clip_3,"B(100,250)",True,184,True,False,False,SAME
W4,clip_3,"B(100,250)",True,185,True,False,False,SAME
W4,clip_3,"B(100,250)",True,186,True,False,False,SAME
W4,clip_3,"B(100,250)",True,187,True,False,False,SAME
W4,clip_3,"B(100,250)",True,188,True,True,False,NEW-REJECT
W4,clip_3,"B(100,1000)",True,163,True,True,True,SAME
W4,clip_3,"B(100,1000)",True,164,True,True,True,SAME
W4,clip_3,"B(100,1000)",True,165,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,166,False,False,False,SAME
W4,clip_3,"B(100,1000)",True,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,173,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,174,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,175,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,1000)",True,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,1000)",True,178,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,182,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,183,True,False,False,SAME
W4,clip_3,"B(100,1000)",True,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,1000)",True,188,True,True,True,SAME
W4,clip_3,"B(150,500)",True,163,True,True,True,SAME
W4,clip_3,"B(150,500)",True,164,True,True,True,SAME
W4,clip_3,"B(150,500)",True,165,True,False,False,SAME
W4,clip_3,"B(150,500)",True,166,False,False,False,SAME
W4,clip_3,"B(150,500)",True,167,True,False,False,SAME
W4,clip_3,"B(150,500)",True,168,True,False,False,SAME
W4,clip_3,"B(150,500)",True,169,True,False,False,SAME
W4,clip_3,"B(150,500)",True,170,True,False,False,SAME
W4,clip_3,"B(150,500)",True,171,True,False,False,SAME
W4,clip_3,"B(150,500)",True,172,True,False,False,SAME
W4,clip_3,"B(150,500)",True,173,True,False,False,SAME
W4,clip_3,"B(150,500)",True,174,True,False,False,SAME
W4,clip_3,"B(150,500)",True,175,True,False,False,SAME
W4,clip_3,"B(150,500)",True,176,True,True,False,NEW-REJECT
W4,clip_3,"B(150,500)",True,177,True,True,False,NEW-REJECT
W4,clip_3,"B(150,500)",True,178,True,False,False,SAME
W4,clip_3,"B(150,500)",True,179,True,False,False,SAME
W4,clip_3,"B(150,500)",True,180,True,False,False,SAME
W4,clip_3,"B(150,500)",True,181,True,False,False,SAME
W4,clip_3,"B(150,500)",True,182,True,False,False,SAME
W4,clip_3,"B(150,500)",True,183,True,False,False,SAME
W4,clip_3,"B(150,500)",True,184,True,False,False,SAME
W4,clip_3,"B(150,500)",True,185,True,False,False,SAME
W4,clip_3,"B(150,500)",True,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,500)",True,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,500)",True,188,True,True,True,SAME
W4,clip_3,"B(100,2000)",False,163,True,True,True,SAME
W4,clip_3,"B(100,2000)",False,164,True,True,True,SAME
W4,clip_3,"B(100,2000)",False,165,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,166,False,False,False,SAME
W4,clip_3,"B(100,2000)",False,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,173,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,174,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,175,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,2000)",False,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,2000)",False,178,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,182,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,183,True,False,False,SAME
W4,clip_3,"B(100,2000)",False,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,2000)",False,188,True,True,True,SAME
W4,clip_3,"B(100,4000)",False,163,True,True,True,SAME
W4,clip_3,"B(100,4000)",False,164,True,True,True,SAME
W4,clip_3,"B(100,4000)",False,165,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,166,False,False,False,SAME
W4,clip_3,"B(100,4000)",False,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,173,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,174,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,175,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,4000)",False,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,4000)",False,178,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,182,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,183,True,False,False,SAME
W4,clip_3,"B(100,4000)",False,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,4000)",False,188,True,True,True,SAME
W4,clip_3,"B(100,10000)",False,163,True,True,True,SAME
W4,clip_3,"B(100,10000)",False,164,True,True,True,SAME
W4,clip_3,"B(100,10000)",False,165,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,166,False,False,False,SAME
W4,clip_3,"B(100,10000)",False,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,173,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,174,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,175,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,176,True,True,False,NEW-REJECT
W4,clip_3,"B(100,10000)",False,177,True,True,False,NEW-REJECT
W4,clip_3,"B(100,10000)",False,178,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,182,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,183,True,False,False,SAME
W4,clip_3,"B(100,10000)",False,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(100,10000)",False,188,True,True,True,SAME
W4,clip_3,"B(150,1000)",False,163,True,True,True,SAME
W4,clip_3,"B(150,1000)",False,164,True,True,True,SAME
W4,clip_3,"B(150,1000)",False,165,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,166,False,False,False,SAME
W4,clip_3,"B(150,1000)",False,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,173,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,174,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,175,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,176,True,True,False,NEW-REJECT
W4,clip_3,"B(150,1000)",False,177,True,True,False,NEW-REJECT
W4,clip_3,"B(150,1000)",False,178,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,182,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,183,True,False,False,SAME
W4,clip_3,"B(150,1000)",False,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(150,1000)",False,188,True,True,True,SAME
W4,clip_3,"B(200,1000)",False,163,True,True,True,SAME
W4,clip_3,"B(200,1000)",False,164,True,True,True,SAME
W4,clip_3,"B(200,1000)",False,165,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,166,False,False,False,SAME
W4,clip_3,"B(200,1000)",False,167,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,168,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,169,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,170,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,171,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,172,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,173,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,174,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,175,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,176,True,True,False,NEW-REJECT
W4,clip_3,"B(200,1000)",False,177,True,True,False,NEW-REJECT
W4,clip_3,"B(200,1000)",False,178,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,179,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,180,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,181,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,182,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,183,True,False,False,SAME
W4,clip_3,"B(200,1000)",False,184,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,185,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,186,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,187,True,False,True,NEW-ACCEPT
W4,clip_3,"B(200,1000)",False,188,True,True,True,SAME
W5,clip_3,A40,True,220,True,True,True,SAME
W5,clip_3,A40,True,221,True,False,False,SAME
W5,clip_3,A40,True,222,True,False,False,SAME
W5,clip_3,A40,True,223,True,False,False,SAME
W5,clip_3,A40,True,224,True,False,False,SAME
W5,clip_3,A40,True,225,True,False,False,SAME
W5,clip_3,A40,True,226,True,False,True,NEW-ACCEPT
W5,clip_3,A40,True,227,True,True,True,SAME
W5,clip_3,A40,True,228,True,True,True,SAME
W5,clip_3,A40,True,229,True,False,False,SAME
W5,clip_3,A40,True,230,True,False,False,SAME
W5,clip_3,A40,True,231,True,False,False,SAME
W5,clip_3,A40,True,232,True,False,False,SAME
W5,clip_3,A40,True,233,True,False,False,SAME
W5,clip_3,A40,True,234,True,True,True,SAME
W5,clip_3,A40,True,235,True,False,False,SAME
W5,clip_3,A40,True,236,True,False,False,SAME
W5,clip_3,A40,True,237,True,False,False,SAME
W5,clip_3,A40,True,238,True,False,False,SAME
W5,clip_3,A40,True,239,True,False,False,SAME
W5,clip_3,A40,True,240,True,False,False,SAME
W5,clip_3,A40,True,241,True,True,True,SAME
W5,clip_3,A40,True,242,False,False,False,SAME
W5,clip_3,A55,True,220,True,True,True,SAME
W5,clip_3,A55,True,221,True,False,False,SAME
W5,clip_3,A55,True,222,True,False,False,SAME
W5,clip_3,A55,True,223,True,False,False,SAME
W5,clip_3,A55,True,224,True,False,False,SAME
W5,clip_3,A55,True,225,True,False,False,SAME
W5,clip_3,A55,True,226,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,227,True,True,True,SAME
W5,clip_3,A55,True,228,True,True,True,SAME
W5,clip_3,A55,True,229,True,False,False,SAME
W5,clip_3,A55,True,230,True,False,False,SAME
W5,clip_3,A55,True,231,True,False,False,SAME
W5,clip_3,A55,True,232,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,233,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,234,True,True,False,NEW-REJECT
W5,clip_3,A55,True,235,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,236,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,237,True,False,False,SAME
W5,clip_3,A55,True,238,True,False,False,SAME
W5,clip_3,A55,True,239,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,240,True,False,True,NEW-ACCEPT
W5,clip_3,A55,True,241,True,True,False,NEW-REJECT
W5,clip_3,A55,True,242,False,False,False,SAME
W5,clip_3,A70,True,220,True,True,True,SAME
W5,clip_3,A70,True,221,True,False,False,SAME
W5,clip_3,A70,True,222,True,False,False,SAME
W5,clip_3,A70,True,223,True,False,False,SAME
W5,clip_3,A70,True,224,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,225,True,False,False,SAME
W5,clip_3,A70,True,226,True,False,False,SAME
W5,clip_3,A70,True,227,True,True,False,NEW-REJECT
W5,clip_3,A70,True,228,True,True,False,NEW-REJECT
W5,clip_3,A70,True,229,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,230,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,231,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,232,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,233,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,234,True,True,False,NEW-REJECT
W5,clip_3,A70,True,235,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,236,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,237,True,False,False,SAME
W5,clip_3,A70,True,238,True,False,False,SAME
W5,clip_3,A70,True,239,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,240,True,False,True,NEW-ACCEPT
W5,clip_3,A70,True,241,True,True,False,NEW-REJECT
W5,clip_3,A70,True,242,False,False,False,SAME
W5,clip_3,A90,True,220,True,True,True,SAME
W5,clip_3,A90,True,221,True,False,False,SAME
W5,clip_3,A90,True,222,True,False,False,SAME
W5,clip_3,A90,True,223,True,False,False,SAME
W5,clip_3,A90,True,224,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,225,True,False,False,SAME
W5,clip_3,A90,True,226,True,False,False,SAME
W5,clip_3,A90,True,227,True,True,False,NEW-REJECT
W5,clip_3,A90,True,228,True,True,True,SAME
W5,clip_3,A90,True,229,True,False,False,SAME
W5,clip_3,A90,True,230,True,False,False,SAME
W5,clip_3,A90,True,231,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,232,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,233,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,234,True,True,False,NEW-REJECT
W5,clip_3,A90,True,235,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,236,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,237,True,False,False,SAME
W5,clip_3,A90,True,238,True,False,True,NEW-ACCEPT
W5,clip_3,A90,True,239,True,False,False,SAME
W5,clip_3,A90,True,240,True,False,False,SAME
W5,clip_3,A90,True,241,True,True,False,NEW-REJECT
W5,clip_3,A90,True,242,False,False,False,SAME
W5,clip_3,"B(100,500)",True,220,True,True,False,NEW-REJECT
W5,clip_3,"B(100,500)",True,221,True,False,False,SAME
W5,clip_3,"B(100,500)",True,222,True,False,False,SAME
W5,clip_3,"B(100,500)",True,223,True,False,False,SAME
W5,clip_3,"B(100,500)",True,224,True,False,False,SAME
W5,clip_3,"B(100,500)",True,225,True,False,False,SAME
W5,clip_3,"B(100,500)",True,226,True,False,False,SAME
W5,clip_3,"B(100,500)",True,227,True,True,False,NEW-REJECT
W5,clip_3,"B(100,500)",True,228,True,True,False,NEW-REJECT
W5,clip_3,"B(100,500)",True,229,True,False,False,SAME
W5,clip_3,"B(100,500)",True,230,True,False,False,SAME
W5,clip_3,"B(100,500)",True,231,True,False,False,SAME
W5,clip_3,"B(100,500)",True,232,True,False,False,SAME
W5,clip_3,"B(100,500)",True,233,True,False,False,SAME
W5,clip_3,"B(100,500)",True,234,True,True,False,NEW-REJECT
W5,clip_3,"B(100,500)",True,235,True,False,False,SAME
W5,clip_3,"B(100,500)",True,236,True,False,False,SAME
W5,clip_3,"B(100,500)",True,237,True,False,False,SAME
W5,clip_3,"B(100,500)",True,238,True,False,False,SAME
W5,clip_3,"B(100,500)",True,239,True,False,False,SAME
W5,clip_3,"B(100,500)",True,240,True,False,False,SAME
W5,clip_3,"B(100,500)",True,241,True,True,False,NEW-REJECT
W5,clip_3,"B(100,500)",True,242,False,False,False,SAME
W5,clip_3,"B(100,250)",True,220,True,True,False,NEW-REJECT
W5,clip_3,"B(100,250)",True,221,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,250)",True,222,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,250)",True,223,True,False,False,SAME
W5,clip_3,"B(100,250)",True,224,True,False,False,SAME
W5,clip_3,"B(100,250)",True,225,True,False,False,SAME
W5,clip_3,"B(100,250)",True,226,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,250)",True,227,True,True,True,SAME
W5,clip_3,"B(100,250)",True,228,True,True,True,SAME
W5,clip_3,"B(100,250)",True,229,True,False,False,SAME
W5,clip_3,"B(100,250)",True,230,True,False,False,SAME
W5,clip_3,"B(100,250)",True,231,True,False,False,SAME
W5,clip_3,"B(100,250)",True,232,True,False,False,SAME
W5,clip_3,"B(100,250)",True,233,True,False,False,SAME
W5,clip_3,"B(100,250)",True,234,True,True,True,SAME
W5,clip_3,"B(100,250)",True,235,True,False,False,SAME
W5,clip_3,"B(100,250)",True,236,True,False,False,SAME
W5,clip_3,"B(100,250)",True,237,True,False,False,SAME
W5,clip_3,"B(100,250)",True,238,True,False,False,SAME
W5,clip_3,"B(100,250)",True,239,True,False,False,SAME
W5,clip_3,"B(100,250)",True,240,True,False,False,SAME
W5,clip_3,"B(100,250)",True,241,True,True,False,NEW-REJECT
W5,clip_3,"B(100,250)",True,242,False,False,False,SAME
W5,clip_3,"B(100,1000)",True,220,True,True,True,SAME
W5,clip_3,"B(100,1000)",True,221,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,222,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,223,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,224,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,225,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,226,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,227,True,True,False,NEW-REJECT
W5,clip_3,"B(100,1000)",True,228,True,True,False,NEW-REJECT
W5,clip_3,"B(100,1000)",True,229,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,230,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,231,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,232,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,233,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,234,True,True,False,NEW-REJECT
W5,clip_3,"B(100,1000)",True,235,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,236,True,False,True,NEW-ACCEPT
W5,clip_3,"B(100,1000)",True,237,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,238,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,239,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,240,True,False,False,SAME
W5,clip_3,"B(100,1000)",True,241,True,True,False,NEW-REJECT
