clip,frame_idx,player_id,predicted_team,confidence,crop_ok
clip_2,2,1,2,0.5780529975891113,True
clip_2,2,6,1,0.8718749284744263,True
clip_2,2,4,2,0.8441143035888672,True
clip_2,2,3,2,0.8060621023178101,True
clip_2,2,2,2,0.6183518767356873,True
clip_2,2,5,2,0.8941175937652588,True
clip_2,2,8,1,0.8260653614997864,True
clip_2,2,7,2,0.5468873977661133,True
clip_2,2,9,1,0.8354974389076233,True
clip_2,2,10,1,0.9560012817382812,True
clip_2,3,1,2,0.6056104302406311,True
clip_2,3,7,1,0.5402267575263977,True
clip_2,3,6,1,0.8237382173538208,True
clip_2,3,4,2,0.8372488021850586,True
clip_2,3,2,2,0.5794899463653564,True
clip_2,3,3,2,0.8068811893463135,True
clip_2,3,9,1,0.8003564476966858,True
clip_2,3,8,1,0.8177743554115295,True
clip_2,3,10,1,0.9814419746398926,True
clip_2,3,5,2,0.8619568347930908,True
clip_2,4,1,2,0.5691198706626892,True
clip_2,4,6,1,0.803149938583374,True
clip_2,4,2,2,0.6347459554672241,True
clip_2,4,4,2,0.859511137008667,True
clip_2,4,3,2,0.7975925803184509,True
clip_2,4,9,1,0.7589925527572632,True
clip_2,4,7,1,0.6327970623970032,True
clip_2,4,8,1,0.7479375600814819,True
clip_2,4,5,2,0.8792235851287842,True
clip_2,4,10,1,0.829038679599762,True
clip_2,5,1,2,0.5771703720092773,True
clip_2,5,6,1,0.7691596746444702,True
clip_2,5,7,1,0.5912887454032898,True
clip_2,5,5,2,0.815997302532196,True
clip_2,5,2,2,0.7306857705116272,True
clip_2,5,3,2,0.7763375639915466,True
clip_2,5,8,1,0.8108055591583252,True
clip_2,5,4,2,0.8663259744644165,True
clip_2,5,9,1,0.7247505784034729,True
clip_2,5,10,1,0.8801460266113281,True
clip_2,6,6,1,0.7866677045822144,True
clip_2,6,9,1,0.6972427368164062,True
clip_2,6,1,2,0.6078915596008301,True
clip_2,6,2,2,0.873401403427124,True
clip_2,6,7,1,0.5561099648475647,True
clip_2,6,5,2,0.9019685387611389,True
clip_2,6,3,2,0.7726538777351379,True
clip_2,6,4,2,0.8514003157615662,True
clip_2,6,8,1,0.7615188360214233,True
clip_2,6,10,1,0.8480406403541565,True
clip_2,7,6,1,0.8066332936286926,True
clip_2,7,1,2,0.6308709383010864,True
clip_2,7,7,1,0.5543786883354187,True
clip_2,7,9,1,0.6930655837059021,True
clip_2,7,2,2,0.9667443037033081,True
clip_2,7,3,2,0.7705785036087036,True
clip_2,7,4,2,0.862567663192749,True
clip_2,7,5,2,0.8918792009353638,True
clip_2,7,8,1,0.813627302646637,True
clip_2,7,11,1,0.8259385824203491,True
clip_2,7,10,1,0.7702943682670593,True
clip_2,8,6,1,0.7614016532897949,True
clip_2,8,1,2,0.6325815320014954,True
clip_2,8,7,1,0.5343376398086548,True
clip_2,8,4,2,0.8434376120567322,True
clip_2,8,3,2,0.7662661075592041,True
clip_2,8,2,2,0.9135505557060242,True
clip_2,8,9,1,0.6984952092170715,True
clip_2,8,8,1,0.8024789690971375,True
clip_2,8,5,2,0.9038772583007812,True
clip_2,8,10,1,0.7728512287139893,True
clip_2,8,11,1,0.828522801399231,True
clip_2,9,6,1,0.7553918957710266,True
clip_2,9,1,2,0.6179042458534241,True
clip_2,9,9,1,0.6998681426048279,True
clip_2,9,7,1,0.6253606677055359,True
clip_2,9,8,1,0.8068545460700989,True
clip_2,9,3,2,0.7670325040817261,True
clip_2,9,4,2,0.834166407585144,True
clip_2,9,2,2,0.9212162494659424,True
clip_2,9,10,1,0.7728412747383118,True
clip_2,9,12,1,0.788217306137085,True
clip_2,9,5,2,0.8738268613815308,True
clip_2,10,6,1,0.7865530252456665,True
clip_2,10,1,2,0.60309237241745,True
clip_2,10,3,2,0.7660852074623108,True
clip_2,10,7,1,0.6300219297409058,True
clip_2,10,9,1,0.6828752160072327,True
clip_2,10,4,2,0.8460941314697266,True
clip_2,10,12,1,0.7168046236038208,True
clip_2,10,2,2,0.7015954256057739,True
clip_2,10,5,2,0.8987831473350525,True
clip_2,10,10,1,0.8627688884735107,True
clip_2,10,8,1,0.8030483722686768,True
clip_2,11,1,2,0.578251302242279,True
clip_2,11,6,1,0.7428393363952637,True
clip_2,11,3,2,0.775680422782898,True
clip_2,11,9,1,0.6841592788696289,True
clip_2,11,4,2,0.8293792009353638,True
clip_2,11,7,1,0.7064415216445923,True
clip_2,11,5,2,0.8486031293869019,True
clip_2,11,8,1,0.7898533940315247,True
clip_2,11,2,2,0.8358963131904602,True
clip_2,11,10,1,0.8834216594696045,True
clip_2,12,1,2,0.5427491664886475,True
clip_2,12,6,1,0.7659573554992676,True
clip_2,12,9,1,0.6874755620956421,True
clip_2,12,3,2,0.7767365574836731,True
clip_2,12,4,2,0.8043997883796692,True
clip_2,12,7,1,0.57839435338974,True
clip_2,12,8,1,0.790532112121582,True
clip_2,12,5,2,0.8513738512992859,True
clip_2,12,2,2,0.9510533213615417,True
clip_2,12,10,1,0.8712578415870667,True
clip_2,12,11,1,0.884235680103302,True
clip_2,13,6,1,0.7634482383728027,True
clip_2,13,1,2,0.51800537109375,True
clip_2,13,9,1,0.7046380043029785,True
clip_2,13,3,2,0.7786182165145874,True
clip_2,13,7,1,0.5176870822906494,True
clip_2,13,4,2,0.8191468119621277,True
clip_2,13,8,1,0.8129659295082092,True
clip_2,13,5,2,0.8346208333969116,True
clip_2,13,10,1,0.8832337856292725,True
clip_2,13,2,2,0.9627238512039185,True
clip_2,13,11,1,0.8131870031356812,True
clip_2,14,1,1,0.5441661477088928,True
clip_2,14,4,2,0.8027422428131104,True
clip_2,14,3,2,0.7795003056526184,True
clip_2,14,7,2,0.5350297093391418,True
clip_2,14,6,1,0.7803713083267212,True
clip_2,14,9,1,0.7115549445152283,True
clip_2,14,8,1,0.8274364471435547,True
clip_2,14,5,2,0.8142287135124207,True
clip_2,14,2,2,0.8848530054092407,True
clip_2,14,10,1,0.8835906982421875,True
clip_2,14,11,1,0.8186519145965576,True
clip_2,15,1,1,0.5315315127372742,True
clip_2,15,6,1,0.7964441180229187,True
clip_2,15,7,2,0.6491696238517761,True
clip_2,15,4,2,0.7464378476142883,True
clip_2,15,3,2,0.7788434624671936,True
clip_2,15,9,1,0.7676791548728943,True
clip_2,15,8,1,0.6903872489929199,True
clip_2,15,5,2,0.8106929659843445,True
clip_2,15,2,2,0.8769431114196777,True
clip_2,15,11,1,0.8596304655075073,True
clip_2,15,10,1,0.8994100689888,True
clip_2,16,1,2,0.5133340358734131,True
clip_2,16,3,2,0.7734585404396057,True
clip_2,16,6,1,0.7888122797012329,True
clip_2,16,9,1,0.8092104196548462,True
clip_2,16,7,2,0.6803447604179382,True
clip_2,16,4,2,0.5833412408828735,True
clip_2,16,5,2,0.7923691272735596,True
clip_2,16,2,2,0.7869750261306763,True
clip_2,16,11,1,0.8440780639648438,True
clip_2,16,8,1,0.7907236814498901,True
clip_2,16,10,1,0.9222011566162109,True
clip_2,17,3,2,0.7691686153411865,True
clip_2,17,7,2,0.7232618927955627,True
clip_2,17,1,2,0.546210765838623,True
clip_2,17,6,1,0.783392608165741,True
clip_2,17,2,2,0.8133257031440735,True
clip_2,17,4,1,0.5137307643890381,True
clip_2,17,9,1,0.846357524394989,True
clip_2,17,5,2,0.7826274037361145,True
clip_2,17,11,1,0.8404319286346436,True
clip_2,17,8,1,0.8395889401435852,True
clip_2,17,10,1,0.9041045308113098,True
clip_2,18,1,2,0.6062875986099243,True
clip_2,18,3,2,0.7700158953666687,True
clip_2,18,6,1,0.8004881739616394,True
clip_2,18,2,2,0.7497532367706299,True
clip_2,18,5,2,0.779133677482605,True
clip_2,18,7,2,0.7629553079605103,True
clip_2,18,4,1,0.6080723404884338,True
clip_2,18,8,1,0.8536290526390076,True
clip_2,18,10,1,0.8575774431228638,True
clip_2,18,9,1,0.9236679077148438,True
clip_2,19,5,2,0.772250235080719,True
clip_2,19,6,1,0.8012181520462036,True
clip_2,19,3,2,0.7660128474235535,True
clip_2,19,1,2,0.6641162037849426,True
clip_2,19,10,1,0.8188891410827637,True
clip_2,19,8,1,0.8554437756538391,True
clip_2,19,7,2,0.7404571175575256,True
clip_2,19,4,1,0.7235155701637268,True
clip_2,19,2,2,0.7321832180023193,True
clip_2,19,9,1,0.8287991285324097,True
clip_2,20,8,1,0.8409047722816467,True
clip_2,20,1,2,0.7649025321006775,True
clip_2,20,5,2,0.7748336791992188,True
clip_2,20,10,1,0.7982722520828247,True
clip_2,20,6,1,0.7952284216880798,True
clip_2,20,2,2,0.7547585964202881,True
clip_2,20,9,1,0.799906849861145,True
clip_2,20,3,2,0.7644686102867126,True
clip_2,20,7,2,0.7474849820137024,True
clip_2,20,4,1,0.6924604177474976,True
clip_2,21,1,2,0.8084161877632141,True
clip_2,21,10,1,0.7609416246414185,True
clip_2,21,9,1,0.7080057263374329,True
clip_2,21,8,1,0.8731064796447754,True
clip_2,21,5,2,0.7736684679985046,True
clip_2,21,7,2,0.7143794894218445,True
clip_2,21,6,1,0.8306738138198853,True
clip_2,21,2,2,0.7317608594894409,True
clip_2,21,3,2,0.7668039202690125,True
clip_2,21,4,1,0.645749568939209,True
clip_2,22,1,2,0.9009243845939636,True
