clip,frame_idx,player_id,predicted_team,confidence,crop_ok
clip_1,2,1,1,0.8748365044593811,True
clip_1,2,2,2,0.9306932091712952,True
clip_1,2,4,1,0.9934450387954712,True
clip_1,2,3,2,0.9535289406776428,True
clip_1,2,5,1,0.9999831914901733,True
clip_1,2,6,1,0.9991717338562012,True
clip_1,3,2,2,0.929041862487793,True
clip_1,3,1,2,0.5416162610054016,True
clip_1,3,4,1,0.9959639310836792,True
clip_1,3,3,2,0.9483705759048462,True
clip_1,3,6,1,0.9984433054924011,True
clip_1,3,5,1,0.9999303817749023,True
clip_1,4,7,1,0.9923877716064453,True
clip_1,4,1,2,0.5179199576377869,True
clip_1,4,5,1,0.9998821020126343,True
clip_1,4,3,2,0.9905491471290588,True
clip_1,4,2,2,0.9716488718986511,True
clip_1,4,4,1,0.9957226514816284,True
clip_1,4,6,1,0.9790447354316711,True
clip_1,4,8,1,0.9732521176338196,True
clip_1,5,1,2,0.5712159276008606,True
clip_1,5,7,1,0.99204021692276,True
clip_1,5,6,1,0.9599285125732422,True
clip_1,5,3,2,0.9808743596076965,True
clip_1,5,4,1,0.981706440448761,True
clip_1,5,5,1,0.9994505047798157,True
clip_1,5,2,2,0.9058201313018799,True
clip_1,5,8,1,0.9275671243667603,True
clip_1,6,1,1,0.8433035016059875,True
clip_1,6,7,1,0.7810994982719421,True
clip_1,6,5,1,0.9999481439590454,True
clip_1,6,2,2,0.9471923112869263,True
clip_1,6,6,1,0.9980984330177307,True
clip_1,6,4,1,0.9815754890441895,True
clip_1,6,3,2,0.991844117641449,True
clip_1,6,8,1,0.9751216769218445,True
clip_1,7,7,2,0.8343961238861084,True
clip_1,7,1,1,0.8973969221115112,True
clip_1,7,2,2,0.9633837342262268,True
clip_1,7,6,1,0.9995501637458801,True
clip_1,7,3,2,0.9948529601097107,True
clip_1,7,4,1,0.9914945363998413,True
clip_1,7,8,1,0.9924049973487854,True
clip_1,7,5,1,0.9999116659164429,True
clip_1,8,7,2,0.6634317636489868,True
clip_1,8,1,1,0.9791287183761597,True
clip_1,8,6,1,0.9996167421340942,True
clip_1,8,2,2,0.9089133739471436,True
clip_1,8,3,2,0.9576876163482666,True
clip_1,8,4,1,0.9815496802330017,True
clip_1,8,8,1,0.9870937466621399,True
clip_1,8,9,2,0.5843617916107178,True
clip_1,8,5,1,0.9999210834503174,True
clip_1,8,10,1,0.9742193222045898,True
clip_1,9,7,2,0.8310975432395935,True
clip_1,9,2,2,0.8821508288383484,True
clip_1,9,1,1,0.954595148563385,True
clip_1,9,6,1,0.9997894167900085,True
clip_1,9,3,2,0.9901643395423889,True
clip_1,9,9,1,0.5965063571929932,True
clip_1,9,4,1,0.9962926506996155,True
clip_1,10,2,2,0.9444105625152588,True
clip_1,10,7,1,0.6409826874732971,True
clip_1,10,1,1,0.8978659510612488,True
clip_1,10,6,1,0.999862551689148,True
clip_1,10,3,2,0.9939693212509155,True
clip_1,10,4,1,0.9834532141685486,True
clip_1,10,8,1,0.9972360730171204,True
clip_1,10,10,1,0.8906468152999878,True
